ID_MDC;ID_Partition;ID_DRG;ID_Text;ID_BA_Kalkuliert
00 ;O;A11B;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit hochkomplexem Eingriff oder best. Eingriff und best. intensivmed. Komplexbeh. oder Alter < 2 Jahre bei angeborener Fehlbildung;0
00 ;O;A11C;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmed. Komplexbeh. > 1764 / 1656 / 1656 Punkte., mit kompl. OR-Proz. und Alter < 16 J. oder kompliz. Konst. od. bei Tumor od. angeb. Fehlbild., Alt. < 3 J. od. intensivmed. Komplexbeh. > - / 1104 / - P.;0
00 ;O;A11D;Beatmung > 249 Stunden, ohne komplexe OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1764 / 1656 / 1932 Aufwandspunkte, mit komplizierender Konstellation und bestimmter OR-Prozedur oder hochkomplexer Diagnose, Alter > 15 Jahre;0
00 ;O;A11E;Beatmung > 249 Stunden, mit komplexer OR-Prozedur, ohne hochkomplexen Eingriff, ohne int. Komplexbeh. > 1764 / 1656 / 1656 P., ohne kompliz. Konstellation, Alter > 15 Jahre oder mit intensivmedizinischer Komplexbehandlung > 588 / 828 / - Aufwandspunkte;0
00 ;O;A11F;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit bestimmter OR-Prozedur oder kompliz. Konstellation oder intensivmed. Komplexbehandlung > - / - / 1104 P. oder Alter < 6 Jahre;0
00 ;O;A11G;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 588 / 828 / 1104 Punkte, ohne kompliz. Konstellation, Alter > 5 Jahre, mit kompl. Diagnose oder Prozedur oder Alter < 16 J. oder schwerste CC;0
00 ;O;A11H;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, mit äußerst schweren CC;0
00 ;O;A11I;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, ohne äußerst schwere CC;0
00 ;O;A13A;Beatmung > 95 Std. mit hochkompl. Eingriff oder mit int. Komplexbeh. > 1176 / 1380 / - P. oder mit kompl. OR-Prozedur oder bei Lymphom und Leukämie und int. Komplexbeh. > - / 1104 / 1104 P. oder mit kompliz. Konst. u. best. OR-Proz., Alter < 16 Jahre;0
00 ;O;A13B;Beatmung > 95 Stunden mit sehr komplexem Eingriff oder mit komplexer OR-Prozedur und komplizierender Konstellation oder mit best. OR-Proz. und kompliz. Konst., Alter < 16 Jahre od. mit intensivmed. Komplexbeh. > - / 1104 / 1104 Punkte und kompliz. Konst.;0
00 ;O;A13C;Beatmung > 95 Stunden mit kompl. OR-Prozedur und Alter < 6 Jahre oder mit best. OR-Proz. und kompliz. Konstellation oder mit intensivmed. Komplexbeh. > - / - / 1104 Punkte od. Alter < 16 J., außer bei Lymphom und Leukämie, ohne kompliz. Konstellation;0
00 ;O;A13D;Beatmung > 95 Stdunden mit kompl. OR-Proz., ohne hochkompl. oder sehr kompl. Eingr., oh. intensivmed. Komplexbeh. > 1176 / 1104 / 1104 P., oh. kompliz. Konst., oh. Eingr. bei angeb. Fehlbild., Alt. > 5 J. od. mit IntK > - / 828 / - P. od. kompl. OR-Proz.;0
00 ;O;A13E;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur oder komplizierender Konstellation oder mit intensivmedizinischer Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte und < 1177 / 829 / 1105 Aufwandspunkte od. Alter < 16 Jahre;0
00 ;O;A13F;Beatmung > 95 Stunden, ohne bestimmte OR-Prozedur, ohne komplizierende Konstellation, ohne intensivmed. Komplexbeh. > 588 / 552 / 552 Aufwandspunkte, Alter > 15 Jahre, mit komplexer Diagnose oder Prozedur od. intensivmed. Komplexbeh. > - / 368 / - Punkte;0
00 ;O;A13G;Beatmung > 95 Stunden, mit bestimmter OR-Prozedur oder kompliz. Konstellation, mit äußerst schweren CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose od. Prozedur, mit äuß. schw. CC;0
00 ;O;A13H;Beatmung > 95 Stunden mit bestimmter OR-Prozedur oder kompliz. Konstellation, ohne äußerst schwere CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose oder Proz., ohne äuß. schw. CC;0
00 ;O;A15B;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter < 16 Jahre oder bestimmte Entnahme oder Stammzellboost oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte;0
00 ;O;A15C;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter > 15 Jahre, ohne bestimmte Entnahme, ohne Stammzellboost oder bei Plasmozytom, mit bestimmter Entnahme oder Stammzellboost oder IntK > 392 / 368 / 368 Punkte;0
00 ;O;A15D;Knochenmarktransplantation / Stammzelltransfusion, autogen, bei Plasmozytom, ohne bestimmte Entnahme, ohne Stammzellboost;0
00 ;O;A17A;Nierentransplantation mit postoperativem Versagen des Nierentransplantates oder Alter < 16 Jahre oder AB0-inkompatible Transplantation oder schwerste CC;0
00 ;O;A17B;Nierentransplantation ohne postoperatives Versagen des Nierentransplantates, Alter > 15 Jahre oder ohne AB0-inkompatible Transplantation, ohne schwerste CC;0
00 ;O;A18Z;Beatmung > 999 Stunden und Transplantation von Leber, Lunge, Herz und Knochenmark oder Stammzelltransfusion;0
00 ;O;A36A;Intensivmedizinische Komplexbehandlung > 980 / 1104 / 1656 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 P. bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen;0
00 ;O;A36B;Intensivmedizinische Komplexbehandlung > 588 / 552 / 828 und < 981 / 1105 / 1657 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder komplizierende Konstellation bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen;0
00 ;O;A36C;Intensivmedizinische Komplexbehandlung > - / - / 552 und < - / - / 829 Aufwandspunkte bei bestimmten Krankheiten und Störungen;0
00 ;A;A42A;Stammzellentnahme bei Eigenspender mit Chemotherapie oder mit schwersten CC, Alter > 15 Jahre;0
00 ;A;A42B;Stammzellentnahme bei Eigenspender, Alter < 16 Jahre oder ohne schwerste CC;0
00 ;A;A42C;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter > 15 Jahre, ohne schwerste CC, ohne Sepsis, ohne komplizierende Konstellation;0
00 ;M;A60A;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, mit Entfernung eines Organtransplantates oder komplexer OR-Prozedur oder äußerst schweren CC oder komplizierender Konstellation;0
00 ;M;A60B;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, ohne komplizierende Konstellation, Alter < 16 Jahre;0
00 ;M;A60C;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, ohne komplizierende Konstellation, Alter > 15 Jahre;0
00 ;M;A60D;Versagen und Abstoßung eines Organtransplantates, ein Belegungstag;0
00 ;M;A61A;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, mit äußerst schweren CC oder bestimmter akuter Graft-versus-Host-Krankheit und mehr als ein Belegungstag;0
00 ;M;A61B;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, ohne äußerst schwere CC, ohne bestimmte akute Graft-versus-Host-Krankheit oder ein Belegungstag, mit schweren CC oder Alter < 10 Jahre;0
00 ;M;A61C;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, ohne äußerst schwere oder schwere CC, ohne bestimmte akute Graft-versus-Host-Krankheit oder ein Belegungstag, Alter > 9 Jahre;0
00 ;M;A62Z;Evaluierungsaufenthalt vor Herztransplantation;0
00 ;M;A63Z;Evaluierungsaufenthalt vor Lungen- oder Herz-Lungen-Transplantation;0
00 ;M;A64Z;Evaluierungsaufenthalt vor Leber-, Dünndarm- oder Nieren-Pankreas-Transplantation;0
00 ;M;A66Z;Evaluierungsaufenthalt vor anderer Organtransplantation;0
00 ;M;A69Z;Evaluierungsaufenthalt vor Organtransplantation ohne Aufnahme auf eine Warteliste;0
01 ;O;B01A;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Nervensystems, Alter < 18 Jahre;0
01 ;O;B01B;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Nervensystems, Alter > 17 Jahre;0
01 ;O;B02A;Komplexe Kraniotomie oder Wirbelsäulen-Operation bei Neubildung des Nervensystems oder intensivmedizinischer Komplexbehandlung > 392 / 368 / - Aufwandspunkte, Alter < 6 Jahre oder Alter < 16 Jahre und mehrzeitige komplexe OR-Prozedur;0
01 ;O;B02B;Komplexe Kraniotomie oder Wirbelsäulen-Operation, Bestr. an mind. 9 Tagen oder bei Neubildung des Nervensystems oder intensivmed. Komplexbeh. > 392 / 368 / - P., mit schwersten CC, Alter > 15 Jahre oder ohne mehrz. kompl. OR-Prozedur oder Alter > 5 Jahre;0
01 ;O;B02C;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mehr als 8 Bestrahlungen oder bei Neubildung des Nervensystems oder intensivmedizinischer Komplexbehandlung > 392 / 368 / - Punkte, Alter > 15 Jahre oder ohne mehrz. kompl. OR-Prozedur od. Alter > 5 Jahre;0
01 ;O;B02D;Komplexe Kraniotomie oder Wirbelsäulen-Operation, außer bei Neubildung, ohne intensivmedizinische Komplexbehandlung > 392 / 368 / - Aufwandspunkte, Alter < 6 Jahre oder mit bestimmtem Eingriff, Alter < 18 Jahre oder mit best. komplizierenden Faktoren;0
01 ;O;B02E;Komplexe Kraniotomie oder Wirbelsäulen-Operation, ohne bestimmten komplexen Eingriff, Alter > 5 Jahre, ohne bestimmte komplizierende Faktoren;0
01 ;O;B03Z;Bestimmte Eingriffe an Wirbelsäule und Rückenmark bei bösartiger Neubildung oder mit intraoperativem Monitoring oder Eingriffe bei zerebraler Lähmung, Muskeldystrophie, Neuropathie oder nicht akuter Para- / Tetraplegie mit äußerst schweren CC;0
01 ;O;B04A;Interventionelle oder beidseitige Eingriffe an den extrakraniellen Gefäßen mit äußerst schweren CC;0
01 ;O;B04B;Beidseitige Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC oder mehrzeitige Eingriffe an den extrakraniellen Gefäßen oder äußerst schwere CC;0
01 ;O;B04C;Bestimmte interventionelle Eingriffe an den extrakraniellen Gefäßen, ohne mehrzeitige Eingriffe, ohne beidseitige Eingriffe, ohne äußerst schwere CC;0
01 ;O;B04D;Eingriffe an den extrakraniellen Gefäßen, ohne mehrzeitige Eingriffe, ohne beidseitige Eingriffe, ohne äußerst schwere CC, ohne bestimmte interventionelle Eingriffe;0
01 ;O;B05Z;Dekompression bei Karpaltunnelsyndrom oder kleine Eingriffe an den Nerven;0
01 ;O;B07Z;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems mit äußerst schweren CC oder komplizierender Diagnose;0
01 ;O;B09Z;Andere Eingriffe am Schädel;0
01 ;O;B12Z;Implantation eines Herzschrittmachers bei Krankheiten und Störungen des Nervensystems oder perkutan-transluminale Gefäßintervention an Herz und Koronargefäßen;0
01 ;O;B15Z;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, Bestrahlungen an mindestens 8 Tagen;0
01 ;O;B16A;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, Bestrahlungen an mindestens 5 Tagen;0
01 ;O;B16B;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, Bestrahlungen an weniger als 5 Tagen;0
01 ;O;B17A;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, mit komplexer Diagnose oder Implantation eines Ereignis-Rekorders;0
01 ;O;B17B;Eingriffe an peripheren Nerven, Hirnnerven und and. Teilen des Nervensystems oder Eingr. bei zerebr. Lähmung, Muskeldystr. od. Neurop., mit best. kompl. Eingr., Alter < 16 J. oder mit mäßig kompl. Eingr., Alter < 19 J. oder mit äuß. schw. oder schw. CC;0
01 ;O;B17C;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, mit komplexem Eingriff;0
01 ;O;B17D;Eingr. an periph. Nerven, Hirnnerven und and. Teilen des Nervensyst. oder Eingr. bei zerebr. Lähmung, Muskeldystr. od. Neurop., Alt. < 19 J. od. mit schw. CC, Alt. > 15 J., ohne mäßig kompl. Eingr. od. oh. schw. CC, Alt. > 18 J., mit mäßig kompl. Eingr.;0
01 ;O;B17E;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. Lähmung, Muskeldystrophie od. Neuropathie, ohne kompl. Diagnose, ohne mäßig kompl. od. kompl. Eingr., ohne äuß. schw. oder schw. CC, Alter > 18 J.;0
01 ;O;B18A;Komplexe Eingriffe an Wirbelsäule und Rückenmark bei Krankheiten und Störungen des Nervensystems;0
01 ;O;B18B;Bestimmte Eingriffe an Wirbelsäule und Rückenmark bei Krankheiten und Störungen des Nervensystems außer bei bösartiger Neubildung oder Revision eines Ventrikelshuntes oder operative Eingriffe bei nicht akuter Para- / Tetraplegie;0
01 ;O;B18C;Andere Eingriffe an Wirbelsäule und Rückenmark bei Krankheiten und Störungen des Nervensystems außer bei bösartiger Neubildung;0
01 ;O;B18D;Mäßig komplexe Eingriffe an Wirbelsäule und Rückenmark bei Krankheiten und Störungen des Nervensystems außer bei bösartiger Neubildung;0
01 ;O;B19A;Implantation, Revision und Entfernung von Neurostimulatoren und Neurostimulationselektroden bei Krankheiten und Störungen des Nervensystems mit Implantation oder Wechsel eines Neurostimulators;0
01 ;O;B19B;Implantation, Revision und Entfernung von Neurostimulatoren und Neurostimulationselektroden bei Krankheiten und Störungen des Nervensystems mit Implantation oder Wechsel eines permanenten oder temporären Elektrodensystems;0
01 ;O;B19C;Implantation, Revision und Entfernung von Neurostimulatoren und Neurostimulationselektroden bei Krankheiten und Störungen des Nervensystems ohne Implantation oder Wechsel von Neurostimulatoren und Elektrodensystemen;0
01 ;O;B20A;Kraniotomie oder große Wirbelsäulen-Operation mit bestimmter komplexer Prozedur, Alter < 18 Jahre;0
01 ;O;B20B;Kraniotomie oder große WS-Operation mit komplexer Prozedur, Alter > 17 Jahre oder ohne best. kompl. Prozedur, mit mäßig kompl. Prozedur oder kompl. Diagnose oder Bohrlochtrepanation mit äuß. schweren CC od. intensivmed. Komplexbeh. > 196 / 184 / - Punkte;0
01 ;O;B20C;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter < 3 Jahre oder interventioneller Eingriff oder Alter < 18 Jahre mit großem intrakraniellen Eingriff;0
01 ;O;B20D;Kraniotomie oder große WS-OP mit komplexer Prozedur oder ohne komplexe Prozedur, Alter > 2 Jahre, mit komplexer Diagnose oder bestimmtem Eingriff bei Trigeminusneuralgie;0
01 ;O;B20E;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter > 2 Jahre, ohne komplexe Diagnose, ohne bestimmten Eingriff bei Trigeminusneuralgie;0
01 ;O;B21A;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, mit Sondenimplantation;0
01 ;O;B21B;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, ohne Sondenimplantation;0
01 ;O;B36A;Intensivmedizinische Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte oder > 1176 / 1104 / 1104 Aufwandspunkte mit bestimmter OR-Prozedur oder Alter < 10 Jahre bei Krankheiten und Störungen des Nervensystems;0
01 ;O;B36B;Intensivmedizinische Komplexbehandlung > 1176 / 1104 / 1104 Aufwandspunkte ohne bestimmte OR-Prozedur oder > 588 / 552 / 552 Punkte mit best. OR-Prozedur oder best. hochaufw. Implantate oder Alter > 9 Jahre bei Krankheiten und Störungen des Nervensystems;0
01 ;O;B39A;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, mehr als 72 Stunden mit komplexem Eingriff oder mit komplizierender Konstellation oder intensivmedizinischer Komplexbehandlung > 392 / 368 / - Aufwandspunkte;0
01 ;O;B39B;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, bis 72 Stunden mit komplexem Eingriff oder mehr als 72 Stunden, ohne kompl. Eingriff, ohne kompliz. Konst., ohne intensivmed. Komplexbehandlung > 392 / 368 / - Punkte;0
01 ;O;B39C;Neurologische Komplexbehandlung des akuten Schlaganfalls mit best. OR-Prozedur, bis 72 Std., ohne kompl. Eing., ohne kompliz. Konst., ohne intensivmed. Komplexbeh. > 392 / 368 / - P. oder and. neurolog. Komplexbeh. des akuten Schlaganf., mehr als 72 Std.;0
01 ;A;B42A;Frührehabilitation bei Krankheiten und Störungen des Nervensystems bis 27 Tage mit neurologischer Komplexbehandlung des akuten Schlaganfalls oder fachübergreifende u. andere Frührehabilitation mit neurologischer Komplexbehandlung des akuten Schlaganfalls;0
01 ;A;B42B;Frührehabilitation bei Krankheiten und Störungen des Nervensystems bis 27 Tage ohne neurologische Komplexbehandlung des akuten Schlaganfalls;0
01 ;A;B44A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems mit schwerer motorischer Funktionseinschränkung, mit neurologischer Komplexbehandlung des akuten Schlaganfalls;0
01 ;A;B44B;Geriatrische frührehab. Komplexbehandlung bei Krankh. u. Stör. d. Nervensyst. m. schw. mot. Funktionseinschr., mit and. neurolog. Komplexbeh. d. akuten Schlaganfalls od. oh. schw. mot. Funktionseinschr., m. neurolog. Komplexbeh. d. akuten Schlaganfalls;0
01 ;A;B44C;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems mit schwerer motorischer Funktionseinschränkung oder ohne schwere mot. Funktionseinschränkung, mit anderer neurolog. Komplexbeh. des akuten Schlaganfalls;0
01 ;A;B44D;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems ohne schwere motorische Funktionseinschränkung, ohne Komplexbehandlung des akuten Schlaganfalls;0
