ID_MDC;ID_Partition;ID_DRG;ID_Text
00 ;O;A11B;Beatmung >†249†Stunden oder >†95†Stunden mit intensivmedizinischer Komplexbehandlung >†1764 / 1656†Aufwandspunkte, mit komplexer OR-Prozedur und Alter†<†16†Jahre oder kompliz. Konstellation, oder bei Tumor oder angeborener Fehlbildung, Alter†<†3†Jahre
00 ;O;A11C;Beatmung >†249†Stunden, ohne komplexe OR-Prozedur, ohne intensivmedizinische Komplexbehandlung >†1764 / 1656†Aufwandspunkte, mit komplizierender Konstellation und bestimmter OR-Prozedur, Alter†>†15†Jahre
00 ;O;A11D;Beatmung >†249†Stunden, mit komplexer OR-Prozedur, ohne hochkomplexen Eingriff, ohne intensivmedizinische Komplexbehandlung >†1764 / 1656†Aufwandspunkte, ohne komplizierende Konstellation, Alter†>†15†Jahre
00 ;O;A11E;Beatmung >†249†Stunden oder >†95†Stunden mit intensivmedizinischer Komplexbehandlung >†1764 / 1656†Aufwandspunkte, mit bestimmter OR-Prozedur oder kompliz. Konstellation oder int. Komplexbeh. >†1176 / 1104†P. oder Alter†<†6†Jahre
00 ;O;A11F;Beatmung >†249†Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung >†1176 / 1104†Aufwandspunkte, ohne komplizierende Konstellation, Alter†>†5†Jahre, mit komplexer Diagnose oder Prozedur oder Alter†<†16†Jahre
00 ;O;A11G;Beatmung >†249†Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung >†1176 / 1104†Aufwandspunkte, ohne komplizierende Konstellation, Alter†>†15†Jahre, ohne komplexe Diagnose oder Prozedur, mit ‰uﬂerst schweren CC
00 ;O;A11H;Beatmung >†249†Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung >†1176 / 1104†Aufwandspunkte, ohne komplizierende Konstellation, Alter†>†15†Jahre, ohne komplexe Diagnose oder Prozedur, ohne ‰uﬂerst schwere CC
00 ;O;A13A;Beatmung >†95†Stunden mit hochkomplexem Eingriff od. mit komplexer OR-Prozedur u. intensivmed. Komplexbeh.>†1176 / 1104†P. od. mit kompliz. Konst. u. best. OR-Proz. und Alter†<†16†J. od. intensivmed. Komplexbeh. >†1176 / 1104†P. bei Lymphom und Leuk‰mie
00 ;O;A13B;Beatmung >†95†Stunden mit komplexer OR-Prozedur und sehr komplexem Eingriff oder Eingriff bei angeborener Fehlbildung, Alter†<†10†Jahre, oder mit intensivmed. Komplexbehandlung >†1176 / 1104†Punkte und komplizierender Konstellation
00 ;O;A13C;Beatmung >†95†Stunden ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur und kompliz. Konstellation, Alter†>†15†J. oder mit intensivmed. Komplexbehandlung >†1176 / 1104†Punkte od. Alter†<†16†J., ohne Lymphom und Leuk‰mie, ohne kompliz. Konstellation
00 ;O;A13D;Beatmung >†95†Stunden mit komplexer OR-Prozedur, ohne hochkomplexen oder sehr komplexen Eingriff, ohne intensivmedizinische Komplexbehandlung >†1176 / 1104†Aufwandspunkte, ohne komplizierende Konstellation, ohne Eingriff bei angeborener Fehlbildung
00 ;O;A13E;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur oder komplizierender Konstellation oder mit intensivmedizinischer Komplexbehandlung > 588 / 552 Aufwandspunkte und < 1177 / 1105 Aufwandspunkte oder Alter < 16 Jahre
00 ;O;A13F;Beatmung >†95†Stunden, ohne komplexe OR-Prozedur, verstorben oder verlegt†<†9†Tage oder ohne bestimmte OR-Proz., ohne kompliz. Konstellation, ohne int. Komplexbehandlung >†588 / 552†Aufwandspunkte, Alter†>†15†Jahre, mit komplexer Diagnose oder Prozedur
00 ;O;A13G;Beatmung >†95†Stunden, ohne komplexe OR-Prozedur, verstorben oder verlegt†<†9†Tage oder ohne bestimmte OR-Proz., ohne kompliz. Konst., ohne int. Komplexbeh. >†588 / 552†P., Alter†>†15†Jahre, ohne komplexe Diagnose oder Prozedur, mit ‰uﬂerst schweren CC
00 ;O;A13H;Beatmung >†95†Stunden, ohne komplexe OR-Prozedur, ohne bestimmte OR-Prozedur, ohne kompliz. Konstellation, ohne int. Komplexbeh. >†588 / 552†P., Alter†>†15†Jahre, ohne komplexe Diagnose oder Prozedur, ohne ‰uﬂerst schwere CC
00 ;O;A15A;Knochenmarktransplantation / Stammzelltransfusion, autogen, mit zweiter Knochenmarktransplantation / Stammzelltransfusion im selben Aufenthalt
00 ;O;A15B;Knochenmarktransplantation / Stammzelltransfusion, autogen, auﬂer bei Plasmozytom, Alter < 16 Jahre
00 ;O;A15C;Knochenmarktransplantation / Stammzelltransfusion, autogen, auﬂer bei Plasmozytom, Alter > 15 Jahre
00 ;O;A15D;Knochenmarktransplantation / Stammzelltransfusion, autogen, bei Plasmozytom
00 ;O;A16A;Transplantation von Darm oder Pankreas
00 ;O;A16B;Injektion von Pankreasgewebe
00 ;O;A17A;Nierentransplantation mit postoperativem Versagen des Nierentransplantates oder Alter†<†16†Jahre oder AB0-inkompatible Transplantation
00 ;O;A17B;Nierentransplantation ohne postoperatives Versagen des Nierentransplantates, Alter†>†15†Jahre oder ohne AB0-inkompatible Transplantation
00 ;O;A18Z;Beatmung >†999†Stunden und Transplantation von Leber, Lunge, Herz und Knochenmark oder Stammzelltransfusion
00 ;O;A22Z;Korrektureingriff bei Doppelfehlbildung
00 ;O;A36A;Intensivmedizinische Komplexbehandlung >†1764 / 1656†Aufwandspunkte bei bestimmten Krankheiten und Stˆrungen oder intensivmedizinische Komplexbehandlung >†588 / 552†Aufwandspunkte bei Versagen und Abstoﬂung eines Transplantates h‰matopoetischer Zellen
00 ;O;A36B;Intensivmedizinische Komplexbehandlung >†588 / 552 und <†1765 / 1657†Aufwandspunkte bei bestimmten Krankheiten und Stˆrungen oder komplizierende Konstellation bei Versagen und Abstoﬂung eines Transplantates h‰matopoetischer Zellen
00 ;A;A42A;Stammzellentnahme bei Eigenspender mit Chemotherapie
00 ;A;A42B;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter†<†16†Jahre
00 ;A;A42C;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter†>†15†Jahre
00 ;A;A43Z;Fr¸hrehabilitation bei Wachkoma und Locked-in-Syndrom
00 ;M;A60A;Versagen und Abstoﬂung eines Organtransplantates, mehr als ein†Belegungstag, mit Entfernung eines Organtransplantates oder komplexer OR-Prozedur oder ‰uﬂerst schweren CC
00 ;M;A60B;Versagen und Abstoﬂung eines Organtransplantates, mehr als ein†Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne ‰uﬂerst schwere CC, Alter†<†16†Jahre
00 ;M;A60C;Versagen und Abstoﬂung eines Organtransplantates, mehr als ein†Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne ‰uﬂerst schwere CC, Alter†>†15†Jahre
00 ;M;A60D;Versagen und Abstoﬂung eines Organtransplantates, ein†Belegungstag
00 ;M;A61A;Versagen und Abstoﬂung eines Transplantates h‰matopoetischer Zellen, mit ‰uﬂerst schweren CC
00 ;M;A61B;Versagen und Abstoﬂung eines Transplantates h‰matopoetischer Zellen, ohne ‰uﬂerst schwere CC
00 ;M;A62Z;Evaluierungsaufenthalt vor Herztransplantation
00 ;M;A63Z;Evaluierungsaufenthalt vor Lungen- oder Herz-Lungen-Transplantation
00 ;M;A64Z;Evaluierungsaufenthalt vor Leber-, D¸nndarm oder Nieren-Pankreas-Transplantation
00 ;M;A66Z;Evaluierungsaufenthalt vor anderer Organtransplantation
00 ;M;A69Z;Evaluierungsaufenthalt vor Organtransplantation ohne Aufnahme auf eine Warteliste
00 ;A;A90A;Teilstation‰re geriatrische Komplexbehandlung, umfassende Behandlung
00 ;A;A90B;Teilstation‰re geriatrische Komplexbehandlung, Basisbehandlung
01 ;O;B01Z;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Stˆrungen des Nervensystems
01 ;O;B02A;Komplexe Kraniotomie oder Wirbels‰ulen-Operation mit Strahlentherapie, mehr als 8†Bestrahlungen, bei bestimmter Neubildung des Nervensystems oder Alter†<†6†Jahre und ‰uﬂ. schw. CC, bei best. Neubildung d. Nervensyst. oder mit best. Eingr. am Sch‰del
01 ;O;B02B;Komplexe Kraniotomie oder Wirbels‰ulen-Operation mit Strahlentherapie, mehr als 8†Bestrahlungen oder Alter†>†5†Jahre und Alter†<†18†Jahre mit gr. intrakran. Eingriff und ‰uﬂ. schw. CC, bei best. Neubildung d. Nervensyst. oder mit best. Eingr. am Sch‰del
01 ;O;B02C;Komplexe Kraniotomie oder Wirbels‰ulen-Operation, Alter†<†6†Jahre oder Alter†<†18†Jahre mit groﬂem intrakraniellen Eingriff und ‰uﬂerst schweren CC oder mit komplizierender Konstellation oder mit verschiedenartiger komplexer Prozedur
01 ;O;B02D;Komplexe Kraniotomie oder Wirbels‰ulen-Operation ohne Strahlentherapie, Alter†>†5†Jahre oder ohne ‰uﬂerst schwere CC, ohne bestimmten Eingriff am Sch‰del, ohne komplizierende Konstellation, ohne verschiedenartige komplexe Prozedur
01 ;O;B03Z;Operative Eingriffe bei nicht akuter Para-†/†Tetraplegie oder Eingriffe an Wirbels‰ule und R¸ckenmark bei bˆsart. Neubild. od. mit schw. CC od. mit intraop. Monitoring od. Eingriffe b. zerebraler L‰hmung, Muskeldystrophie, Neuropathie mit ‰uﬂ. schw. CC
01 ;O;B04A;Interventionelle und beidseitige Eingriffe an den extrakraniellen Gef‰ﬂen mit ‰uﬂerst schweren CC
01 ;O;B04B;Eingriffe an den extrakraniellen Gef‰ﬂen mit ‰uﬂerst schweren CC und beidseitige Eingriffe an den extrakraniellen Gef‰ﬂen ohne ‰uﬂerst schwere CC
01 ;O;B04C;Interventionelle Eingriffe an den extrakraniellen Gef‰ﬂen ohne ‰uﬂerst schwere CC
01 ;O;B04D;Eingriffe an den extrakraniellen Gef‰ﬂen ohne ‰uﬂerst schwere CC
01 ;O;B05Z;Dekompression bei Karpaltunnelsyndrom
01 ;O;B07Z;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems mit ‰uﬂerst schweren CC oder komplizierender Diagnose
01 ;O;B09A;Andere Eingriffe am Sch‰del mit ‰uﬂerst schweren CC
01 ;O;B09B;Andere Eingriffe am Sch‰del ohne ‰uﬂerst schwere CC
01 ;O;B11Z;Fr¸hrehabilitation mit bestimmter OR-Prozedur
01 ;O;B12Z;Implantation eines Herzschrittmachers bei Krankheiten und Stˆrungen des Nervensystems oder perkutan-transluminale Gef‰ﬂintervention an Herz und Koronargef‰ﬂen
01 ;O;B13Z;Epilepsiechirurgie mit invasivem pr‰operativen Video-EEG
01 ;O;B15Z;Strahlentherapie bei Krankheiten und Stˆrungen des Nervensystems, mehr als ein†Belegungstag, mehr als 10†Bestrahlungen
01 ;O;B16Z;Strahlentherapie bei Krankheiten und Stˆrungen des Nervensystems, mehr als ein†Belegungstag, weniger als 11†Bestrahlungen
01 ;O;B17A;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler L‰hmung, Muskeldystrophie oder Neuropathie, mit komplexer Diagnose
01 ;O;B17B;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler L‰hmung, Muskeldystrophie oder Neuropathie, ohne komplexe Diagnose, mit komplexem Eingriff
01 ;O;B17C;Eingriffe an periph. Nerven, Hirnnerven und anderen Teilen des Nervensyst. oder Eingr. bei zerebr. L‰hmung, Muskeldystrophie oder Neuropathie, ohne komplexe Diagnose, ohne komplexen Eingriff, Alter†<†19†Jahre oder mit schweren CC, Alter†<†16†Jahre
01 ;O;B17D;Eingriffe an periph. Nerven, Hirnnerven und anderen Teilen des Nervensyst. oder Eingr. bei zerebr. L‰hmung, Muskeldystrophie oder Neuropathie, ohne komplexe Diagnose, ohne komplexen Eingriff, Alter†<†19†Jahre oder mit schweren CC, Alter†>†15†Jahre
01 ;O;B17E;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. L‰hmung, Muskeldystrophie oder Neuropathie, ohne kompl. Diagn., ohne kompl. Eingr., ohne schw. CC, Alter†>†18†Jahre, mit m‰ﬂig kompl. Eingr.
01 ;O;B17F;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. L‰hmung, Muskeldystrophie od. Neuropathie, ohne kompl. Diagnose, ohne m‰ﬂig kompl. od. kompl. Eingr., ohne ‰uﬂ. schw. oder schw. CC, Alter†>†18†J.
01 ;O;B18Z;Eingriffe an Wirbels‰ule und R¸ckenmark auﬂer bei bˆsartiger Neubildung, ohne ‰uﬂerst schwere oder schwere CC oder Revision eines Ventrikelshuntes
01 ;O;B20A;Kraniotomie oder groﬂe Wirbels‰ulen-Operation mit komplexer Prozedur, Alter†<†16†Jahre
01 ;O;B20B;Kraniotomie oder groﬂe Wirbels‰ulen-Operation mit komplexer Prozedur, Alter†>†15†Jahre, mit intraoperativem neurophysiologischen Monitoring oder komplexer Diagnose
01 ;O;B20C;Kraniotomie oder groﬂe Wirbels‰ulen-Operation ohne komplexe Prozedur, Alter†<†3†Jahre oder Alter†<†18†Jahre mit groﬂem intrakraniellen Eingriff
01 ;O;B20D;Kraniotomie oder groﬂe Wirbels‰ulen-Operation mit komplexer Prozedur, Alter†>†15†Jahre, ohne intraoperatives neurophysiologisches Monitoring, ohne komplexe Diagnose
01 ;O;B20E;Kraniotomie oder groﬂe Wirbels‰ulen-Operation ohne komplexe Prozedur, Alter†>†2†Jahre, mit komplexer Diagnose oder bestimmtem Eingriff bei Trigeminusneuralgie
01 ;O;B20F;Kraniotomie oder groﬂe Wirbels‰ulen-Operation ohne komplexe Prozedur, Alter†>†2†Jahre, ohne komplexe Diagnose, ohne bestimmten Eingriff bei Trigeminusneuralgie
01 ;O;B21A;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, mit Sondenimplantation
01 ;O;B21B;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, ohne Sondenimplantation
01 ;O;B36A;Intensivmedizinische Komplexbehandlung >†1764 / 1656†Aufwandspunkte oder >†1176 / 1104†Aufwandspunkte mit bestimmter OR-Prozedur bei Krankheiten und Stˆrungen des Nervensystems
01 ;O;B36B;Intensivmedizinische Komplexbehandlung >†1176 / 1104†Aufwandspunkte und <†1765 / 1657†Aufwandspunkte ohne best. OR-Prozedur oder >†588 / 552†Aufwandspunkte und <†1177 / 1105†Aufwandspunkte mit best. OR-Proz. bei Krankheiten und Stˆrungen d. Nervensystems
01 ;O;B39A;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, mehr als 72†Stunden mit komplexem Eingriff oder mit komplizierender Konstellation
01 ;O;B39B;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, bis†72†Stunden mit komplexem Eingriff, oder mehr als 72†Stunden, ohne komplexen Eingriff, ohne komplizierende Konstellation
01 ;O;B39C;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, bis†72†Stunden, ohne komplexen Eingriff, ohne komplizierende Konstellation
01 ;A;B42A;Fr¸hrehabilitation bei Krankheiten und Stˆrungen des Nervensystems bis†27†Tage mit neurologischer Komplexbehandlung des akuten Schlaganfalls oder fach¸bergreifende u. andere Fr¸hrehabilitation mit neurologischer Komplexbehandlung des akuten Schlaganfalls
01 ;A;B42B;Fr¸hrehabilitation bei Krankheiten und Stˆrungen des Nervensystems bis†27†Tage ohne neurologische Komplexbehandlung des akuten Schlaganfalls
01 ;A;B43Z;Fr¸hrehabilitation bei Krankheiten und Stˆrungen des Nervensystems, mehr als 27†Tage
01 ;A;B44A;Geriatrische fr¸hrehabilitative Komplexbehandlung bei Krankheiten und Stˆrungen des Nervensystems mit schwerer motorischer Funktionseinschr‰nkung, mit neurologischer Komplexbehandlung des akuten Schlaganfalls
01 ;A;B44B;Geriatrische fr¸hrehabilitative Komplexbehandlung bei Krankheiten und Stˆrungen des Nervensystems mit schwerer motorischer Funktionseinschr‰nkung, ohne neurologische Komplexbehandlung des akuten Schlaganfalls
01 ;A;B44C;Geriatrische fr¸hrehabilitative Komplexbehandlung bei Krankheiten und Stˆrungen des Nervensystems ohne schwere motorische Funktionseinschr‰nkung, mit neurologischer Komplexbehandlung des akuten Schlaganfalls
01 ;A;B44D;Geriatrische fr¸hrehabilitative Komplexbehandlung bei Krankheiten und Stˆrungen des Nervensystems ohne schwere motorische Funktionseinschr‰nkung, ohne neurologische Komplexbehandlung des akuten Schlaganfalls
01 ;A;B46Z;Sozial- und neurop‰diatrische und p‰diatrisch-psychosomatische Therapie bei Krankheiten und Stˆrungen des Nervensystems
01 ;A;B47Z;Multimodale Schmerztherapie bei Krankheiten und Stˆrungen des Nervensystems
01 ;A;B48Z;Fr¸hrehabilitation bei Multipler Sklerose und zerebellarer Ataxie, nicht akuter Para-†/†Tetraplegie oder anderen neurologischen Erkrankungen
01 ;A;B49Z;Multimodale Komplexbehandlung bei Morbus Parkinson
01 ;M;B60A;Nicht akute Paraplegie / Tetraplegie, mehr als ein†Belegungstag
01 ;M;B60B;Nicht akute Paraplegie / Tetraplegie, ein†Belegungstag
01 ;M;B61A;Bestimmte akute Erkrankungen und Verletzungen des R¸ckenmarks mit komplexem Eingriff, weniger als 14†Belegungstage, wegverlegt
01 ;M;B61B;Bestimmte akute Erkrankungen und Verletzungen des R¸ckenmarks ohne komplexen Eingriff oder mehr als 13†Belegungstage oder nicht wegverlegt
01 ;M;B63Z;Demenz und andere chronische Stˆrungen der Hirnfunktion
01 ;M;B64Z;Delirium
01 ;M;B66A;Neubildungen des Nervensystems mit ‰uﬂerst schweren CC, mehr als ein†Belegungstag, Alter†<†10†Jahre oder mit komplizierender Konstellation
01 ;M;B66B;Neubildungen des Nervensystems mit ‰uﬂerst schweren CC, mehr als ein†Belegungstag, Alter†>†9†Jahre, ohne komplizierende Konstellation
01 ;M;B66C;Neubildungen des Nervensystems, ein†Belegungstag oder ohne ‰uﬂerst schwere CC, Alter†<†1†Jahr
01 ;M;B66D;Neubildungen des Nervensystems, ein†Belegungstag oder ohne ‰uﬂerst schwere CC, Alter†>†0†Jahre
01 ;M;B67A;Morbus Parkinson mit ‰uﬂerst schweren CC oder schwerster Beeintr‰chtigung
01 ;M;B67B;Morbus Parkinson ohne ‰uﬂerst schwere CC, ohne schwerste Beeintr‰chtigung
01 ;M;B68A;Multiple Sklerose und zerebellare Ataxie mit ‰uﬂerst schweren CC, mehr als ein†Belegungstag
01 ;M;B68B;Multiple Sklerose und zerebellare Ataxie, ein†Belegungstag oder ohne ‰uﬂerst schwere CC, Alter†<†16†Jahre
01 ;M;B68C;Multiple Sklerose und zerebellare Ataxie, ein†Belegungstag oder ohne ‰uﬂerst schwere CC, Alter†>†15†Jahre, mit komplexer Diagnose
01 ;M;B68D;Multiple Sklerose und zerebellare Ataxie, ein†Belegungstag oder ohne ‰uﬂerst schwere CC, Alter†>†15†Jahre, ohne komplexe Diagnose
01 ;M;B69A;Transitorische isch‰mische Attacke (TIA) und extrakranielle Gef‰ﬂverschl¸sse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72†Stunden
01 ;M;B69B;Transitorische isch‰mische Attacke (TIA) und extrakranielle Gef‰ﬂverschl¸sse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, bis†72†Stunden, mit ‰uﬂerst schweren CC
01 ;M;B69C;Transitorische isch‰mische Attacke (TIA) und extrakranielle Gef‰ﬂverschl¸sse mit neurol. Komplexbehandlung des akuten Schlaganfalls, bis†72†Std., ohne ‰uﬂ. schw. CC oder mit anderer neurol. Komplexbeh. des akuten Schlaganfalls oder mit ‰uﬂ. schw. CC
01 ;M;B69D;Transitorische isch‰mische Attacke (TIA) und extrakranielle Gef‰ﬂverschl¸sse ohne neurologische Komplexbehandlung des akuten Schlaganfalls, ohne andere neurologische Komplexbehandlung des akuten Schlaganfalls, ohne ‰uﬂerst schwere CC
01 ;M;B70A;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72†Stunden, mit komplizierender Diagnose
01 ;M;B70B;Apoplexie mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72†Stunden, ohne komplizierende Diagnose oder mit komplexem zerebrovaskul‰ren Vasospasmus
