IC_CodeF;IC_Text;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
1-414.0;Biopsie ohne Inzision an der Nase: Naseninnenraum;0;0;1
1-414.1;Biopsie ohne Inzision an der Nase: Nasennebenhöhlen;0;0;1
1-415;Biopsie ohne Inzision an der Gesichtshaut;0;0;1
1-420.1;Biopsie ohne Inzision an Mund und Mundhöhle: Zunge;0;0;1
1-421.0;Biopsie ohne Inzision am Larynx: Supraglottis;0;0;1
1-421.1;Biopsie ohne Inzision am Larynx: Glottis;0;0;1
1-422.1;Biopsie ohne Inzision am Pharynx: Hypopharynx;0;0;1
1-424;Biopsie ohne Inzision am Knochenmark;0;0;1
1-430.1;Endoskopische Biopsie an respiratorischen Organen: Bronchus;0;0;1
1-430.2;Endoskopische Biopsie an respiratorischen Organen: Lunge;0;0;1
1-430.3;Endoskopische Biopsie an respiratorischen Organen: Stufenbiopsie;0;0;1
1-432.1;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Pleura;0;0;1
1-440.9;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Stufenbiopsie am oberen Verdauungstrakt;0;0;1
1-440.a;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: 1 bis 5 Biopsien am oberen Verdauungstrakt;0;0;1
1-440.x;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Sonstige;0;0;1
1-441.0;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Leber;0;0;1
1-442.0;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Leber;0;0;1
1-444.6;Endoskopische Biopsie am unteren Verdauungstrakt: Stufenbiopsie;0;0;1
1-444.7;Endoskopische Biopsie am unteren Verdauungstrakt: 1 bis 5 Biopsien;0;0;1
1-460.0;Transurethrale Biopsie an Harnorganen und Prostata: Nierenbecken;0;0;1
1-460.1;Transurethrale Biopsie an Harnorganen und Prostata: Ureter;0;0;1
1-460.2;Transurethrale Biopsie an Harnorganen und Prostata: Harnblase;0;0;1
1-460.4;Transurethrale Biopsie an Harnorganen und Prostata: Prostata;0;0;1
1-463.0;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Niere;0;0;1
1-463.1;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Prostata;0;0;1
1-464.00;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: Weniger als 20 Zylinder;0;0;1
1-464.01;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: 20 und mehr Zylinder;0;0;1
1-465.0;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Niere;0;0;1
1-465.1;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Prostata;0;0;1
1-465.8;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Stufenbiopsie;0;0;1
1-471.0;Biopsie ohne Inzision am Endometrium: Diagnostische Mikrokürettage (Strichkürettage);0;0;1
1-471.2;Biopsie ohne Inzision am Endometrium: Diagnostische fraktionierte Kürettage;0;0;1
1-471.y;Biopsie ohne Inzision am Endometrium: N.n.bez.;0;0;1
1-472.0;Biopsie ohne Inzision an der Cervix uteri: Zervixabrasio;0;0;1
1-482.1;Arthroskopische Biopsie an Gelenken: Schultergelenk;0;0;1
1-482.6;Arthroskopische Biopsie an Gelenken: Hüftgelenk;0;0;1
1-482.7;Arthroskopische Biopsie an Gelenken: Kniegelenk;0;0;1
1-482.8;Arthroskopische Biopsie an Gelenken: Oberes Sprunggelenk;0;0;1
1-490.1;Biopsie ohne Inzision an Haut und Unterhaut: Schulterregion;0;0;1
1-490.2;Biopsie ohne Inzision an Haut und Unterhaut: Oberarm und Ellenbogen;0;0;1
1-490.3;Biopsie ohne Inzision an Haut und Unterhaut: Unterarm und Hand;0;0;1
1-490.4;Biopsie ohne Inzision an Haut und Unterhaut: Rumpf;0;0;1
1-490.5;Biopsie ohne Inzision an Haut und Unterhaut: Oberschenkel;0;0;1
1-490.6;Biopsie ohne Inzision an Haut und Unterhaut: Unterschenkel;0;0;1
1-490.7;Biopsie ohne Inzision an Haut und Unterhaut: Fuß;0;0;1
1-490.x;Biopsie ohne Inzision an Haut und Unterhaut: Sonstige;0;0;1
1-497.2;Transvenöse oder transarterielle Biopsie: Myokard;0;0;1
1-501;Biopsie der Mamma durch Inzision;0;0;1
1-502.6;Biopsie an Muskeln und Weichteilen durch Inzision: Unterschenkel;0;0;1
1-503.1;Biopsie an Knochen durch Inzision: Humerus;0;0;1
1-503.3;Biopsie an Knochen durch Inzision: Karpale, Metakarpale und Phalangen Hand;0;0;1
1-503.4;Biopsie an Knochen durch Inzision: Wirbelsäule;0;0;1
1-503.6;Biopsie an Knochen durch Inzision: Femur und Patella;0;0;1
1-503.8;Biopsie an Knochen durch Inzision: Tarsale, Metatarsale und Phalangen Fuß;0;0;1
1-504.6;Biopsie an Gelenken und Schleimbeuteln durch Inzision: Hüftgelenk;0;0;1
1-504.7;Biopsie an Gelenken und Schleimbeuteln durch Inzision: Kniegelenk;0;0;1
1-538;Biopsie an den Nasennebenhöhlen durch Inzision;0;0;1
1-545.x;Biopsie an anderen Strukturen des Mundes und der Mundhöhle durch Inzision: Sonstige;0;0;1
1-546;Biopsie am Oropharynx durch Inzision;0;0;1
1-547;Biopsie am Hypopharynx durch Inzision;0;0;1
1-548;Biopsie am Nasopharynx durch Inzision;0;0;1
1-549.0;Biopsie am Larynx durch Inzision: Supraglottis;0;0;1
1-551.0;Biopsie an der Leber durch Inzision: Durch Exzision;0;0;1
1-551.1;Biopsie an der Leber durch Inzision: Nadelbiopsie;0;0;1
1-557.0;Biopsie an Rektum und perirektalem Gewebe durch Inzision: Rektum;0;0;1
1-559.3;Biopsie an anderen Verdauungsorganen, Peritoneum und retroperitonealem Gewebe durch Inzision: Omentum;0;0;1
1-559.4;Biopsie an anderen Verdauungsorganen, Peritoneum und retroperitonealem Gewebe durch Inzision: Peritoneum;0;0;1
1-561.0;Biopsie an Urethra und periurethralem Gewebe durch Inzision: Urethra;0;0;1
1-562.2;Biopsie an anderen Harnorganen durch Inzision: Harnblase;0;0;1
1-563.0;Biopsie an Prostata und periprostatischem Gewebe durch Inzision: Prostata;0;0;1
1-564.0;Biopsie am Penis durch Inzision: Glans penis;0;0;1
1-565;Biopsie am Hoden durch Inzision;0;0;1
1-570.0;Biopsie an Ovar, Tuba(e) uterina(e) und Ligamenten des Uterus durch Inzision: Ovar;0;0;1
1-571.1;Biopsie an Uterus und Cervix uteri durch Inzision: Cervix uteri;0;0;1
1-572;Biopsie an der Vagina durch Inzision;0;0;1
1-573;Biopsie an der Vulva durch Inzision;0;0;1
1-579.0;Biopsie an anderen weiblichen Geschlechtsorganen durch Inzision: Vaginale Biopsie des Douglasraumes;0;0;1
1-587.0;Biopsie an Blutgefäßen durch Inzision: Gefäße Kopf und Hals, extrakraniell;0;0;1
1-587.1;Biopsie an Blutgefäßen durch Inzision: Gefäße von Schulter, Arm und Hand;0;0;1
1-587.2;Biopsie an Blutgefäßen durch Inzision: Thorakale Gefäße;0;0;1
1-587.5;Biopsie an Blutgefäßen durch Inzision: Gefäße Oberschenkel;0;0;1
1-587.6;Biopsie an Blutgefäßen durch Inzision: Gefäße Unterschenkel und Fuß;0;0;1
1-610.0;Diagnostische Laryngoskopie: Direkt;0;0;1
1-610.1;Diagnostische Laryngoskopie: Indirekt;0;0;1
1-610.2;Diagnostische Laryngoskopie: Mikrolaryngoskopie;0;0;1
1-611.0;Diagnostische Pharyngoskopie: Direkt;0;0;1
1-611.1;Diagnostische Pharyngoskopie: Indirekt;0;0;1
1-611.x;Diagnostische Pharyngoskopie: Sonstige;0;0;1
1-612;Diagnostische Rhinoskopie;0;0;1
1-620.00;Diagnostische Tracheobronchoskopie: Mit flexiblem Instrument: Ohne weitere Maßnahmen;0;0;1
1-620.01;Diagnostische Tracheobronchoskopie: Mit flexiblem Instrument: Mit bronchoalveolärer Lavage;0;0;1
1-620.03;Diagnostische Tracheobronchoskopie: Mit flexiblem Instrument: Mit katheterbasierter Luftstrommessung;0;0;1
1-620.10;Diagnostische Tracheobronchoskopie: Mit starrem Instrument: Ohne weitere Maßnahmen;0;0;1
1-630.0;Diagnostische Ösophagoskopie: Mit flexiblem Instrument;0;0;1
1-630.1;Diagnostische Ösophagoskopie: Mit starrem Instrument;0;0;1
1-631;Diagnostische Ösophagogastroskopie;0;0;1
1-632;Diagnostische Ösophagogastroduodenoskopie;0;0;1
1-63a;Kapselendoskopie des Dünndarms;0;0;1
1-640;Diagnostische retrograde Darstellung der Gallenwege;0;0;1
1-642;Diagnostische retrograde Darstellung der Gallen- und Pankreaswege;0;0;1
1-650.0;Diagnostische Koloskopie: Partiell;0;0;1
1-650.1;Diagnostische Koloskopie: Total, bis Zäkum;0;0;1
1-650.2;Diagnostische Koloskopie: Total, mit Ileoskopie;0;0;1
1-651;Diagnostische Sigmoideoskopie;0;0;1
1-652.0;Diagnostische Endoskopie des Darmes über ein Stoma: Ileoskopie;0;0;1
1-653;Diagnostische Proktoskopie;0;0;1
1-654.0;Diagnostische Rektoskopie: Mit flexiblem Instrument;0;0;1
1-654.1;Diagnostische Rektoskopie: Mit starrem Instrument;0;0;1
1-660;Diagnostische Urethroskopie;0;0;1
1-661;Diagnostische Urethrozystoskopie;0;0;1
1-665;Diagnostische Ureterorenoskopie;0;0;1
1-668.1;Diagnostische Endoskopie der Harnwege über ein Stoma: Diagnostische Urethrozystoskopie;0;0;1
1-672;Diagnostische Hysteroskopie;0;0;1
1-673;Diagnostische Hysterosalpingoskopie;0;0;1
1-693.2;Diagnostische Endoskopie der Harnwege durch Inzision und intraoperativ: Zystoskopie;0;0;1
1-694;Diagnostische Laparoskopie (Peritoneoskopie);0;0;1
1-697.1;Diagnostische Arthroskopie: Schultergelenk;0;0;1
1-697.6;Diagnostische Arthroskopie: Hüftgelenk;0;0;1
1-697.7;Diagnostische Arthroskopie: Kniegelenk;0;0;1
1-697.8;Diagnostische Arthroskopie: Oberes Sprunggelenk;0;0;1
1-697.9;Diagnostische Arthroskopie: Sonstige Gelenke am Fuß;0;0;1
1-698.1;Diagnostische Endoskopie durch Punktion, Inzision und intraoperativ am Zentralnervensystem: Intraspinale diagnostische Endoskopie;0;0;1
1-699.0;Andere diagnostische Endoskopie durch Punktion, Inzision und intraoperativ: Endoskopie der Nasennebenhöhlen;0;0;1
1-699.x;Andere diagnostische Endoskopie durch Punktion, Inzision und intraoperativ: Sonstige;0;0;1
1-700;Spezifische allergologische Provokationstestung;0;0;1
1-710;Ganzkörperplethysmographie;0;0;1
1-711;Bestimmung der CO-Diffusionskapazität;0;0;1
1-712;Spiroergometrie;0;0;1
1-714;Messung der bronchialen Reaktivität;0;0;1
1-760;Belastungstest mit Substanzen zum Nachweis einer Stoffwechselstörung;0;0;1
1-770;Multidimensionales geriatrisches Screening und Minimalassessment;0;0;1
1-771;Standardisiertes geriatrisches Basisassessment (GBA);0;0;1
1-790;Kardiorespiratorische Polysomnographie;0;0;1
1-791;Kardiorespiratorische Polygraphie;0;0;1
1-795;Multipler Schlaflatenztest (MSLT)/multipler Wachbleibetest (MWT);0;0;1
1-843;Diagnostische Aspiration aus dem Bronchus;0;0;1
1-844;Diagnostische perkutane Punktion der Pleurahöhle;0;0;1
1-845;Diagnostische perkutane Punktion und Aspiration der Leber;0;0;1
1-853.1;Diagnostische (perkutane) Punktion und Aspiration der Bauchhöhle: Douglaspunktion;0;0;1
1-853.2;Diagnostische (perkutane) Punktion und Aspiration der Bauchhöhle: Aszitespunktion;0;0;1
1-854.6;Diagnostische perkutane Punktion eines Gelenkes oder Schleimbeutels: Hüftgelenk;0;0;1
1-854.7;Diagnostische perkutane Punktion eines Gelenkes oder Schleimbeutels: Kniegelenk;0;0;1
1-902.0;Testpsychologische Diagnostik: Einfach;0;0;1
1-911;Erweiterte apparativ-überwachte interventionelle Schmerzdiagnostik mit standardisierter Erfolgskontrolle;0;0;1
1-912;Neurophysiologische apparative Testverfahren zur Schmerzdiagnostik;0;0;1
1-944.0;Basisdiagnostik bei unklarem Symptomkomplex bei Neugeborenen und Säuglingen: Ohne weitere Maßnahmen;0;0;1
1-991.0;Molekulares Monitoring der Resttumorlast [MRD]: Molekulargenetische Identifikation und Herstellung von patientenspezifischen Markern für die Bestimmung der Resttumorlast (Minimal Residual Diseases (MRD));0;0;1
1-991.1;Molekulares Monitoring der Resttumorlast [MRD]: Patientenspezifische molekulargenetische Quantifizierung der Resttumorlast (MRD-Monitoring);0;0;1
1-992.0;Durchführung von Genmutationsanalysen und Genexpressionsanalysen bei soliden bösartigen Neubildungen: Analyse von 1 bis 2 genetischen Alterationen;0;0;1
1-992.2;Durchführung von Genmutationsanalysen und Genexpressionsanalysen bei soliden bösartigen Neubildungen: Analyse von 3 bis 12 genetischen Alterationen;0;0;1
1-999.1;Zusatzinformationen zu diagnostischen Maßnahmen: Fluoreszenzgestützte diagnostische Verfahren;0;0;1
3-034;Komplexe differenzialdiagnostische Sonographie mittels Tissue Doppler Imaging [TDI] und Verformungsanalysen von Gewebe [Speckle Tracking];0;0;1
3-051;Endosonographie des Ösophagus;0;0;1
3-052;Transösophageale Echokardiographie [TEE];0;0;1
3-053;Endosonographie des Magens;0;0;1
3-054;Endosonographie des Duodenums;0;0;1
3-055;Endosonographie der Gallenwege;0;0;1
3-056;Endosonographie des Pankreas;0;0;1
3-058;Endosonographie des Rektums;0;0;1
3-05c.0;Endosonographie der männlichen Geschlechtsorgane: Transrektal;0;0;1
3-05d;Endosonographie der weiblichen Geschlechtsorgane;0;0;1
3-05g.0;Endosonographie des Herzens: Intravaskulärer Ultraschall der Koronargefäße [IVUS];0;0;1
3-05g.2;Endosonographie des Herzens: Intrakardiale Echokardiographie [ICE];0;0;1
3-100.0;Mammographie: Eine oder mehr Ebenen;0;0;1
3-100.1;Mammographie: Präparatradiographie;0;0;1
3-130;Myelographie;0;0;1
3-131;Diskographie;0;0;1
3-13a;Kolonkontrastuntersuchung;0;0;1
3-13b;Magen-Darm-Passage (fraktioniert);0;0;1
3-13d.0;Urographie: Intravenös;0;0;1
3-13d.5;Urographie: Retrograd;0;0;1
3-13d.6;Urographie: Perkutan;0;0;1
3-13e;Miktionszystourethrographie;0;0;1
3-13f;Zystographie;0;0;1
3-13g;Urethrographie;0;0;1
3-13m;Fistulographie;0;0;1
3-13x;Andere Projektionsradiographie mit Kontrastmittelverfahren;0;0;1
3-200;Native Computertomographie des Schädels;0;0;1
3-201;Native Computertomographie des Halses;0;0;1
3-202;Native Computertomographie des Thorax;0;0;1
3-203;Native Computertomographie von Wirbelsäule und Rückenmark;0;0;1
3-204;Native Computertomographie des Herzens;0;0;1
3-205;Native Computertomographie des Muskel-Skelett-Systems;0;0;1
3-206;Native Computertomographie des Beckens;0;0;1
3-207;Native Computertomographie des Abdomens;0;0;1
3-20x;Andere native Computertomographie;0;0;1
3-220;Computertomographie des Schädels mit Kontrastmittel;0;0;1
3-221;Computertomographie des Halses mit Kontrastmittel;0;0;1
3-222;Computertomographie des Thorax mit Kontrastmittel;0;0;1
3-223;Computertomographie von Wirbelsäule und Rückenmark mit Kontrastmittel;0;0;1
3-224.0;Computertomographie des Herzens mit Kontrastmittel: In Ruhe;0;0;1
3-224.3;Computertomographie des Herzens mit Kontrastmittel: CT-Koronarangiographie;0;0;1
3-225;Computertomographie des Abdomens mit Kontrastmittel;0;0;1
3-226;Computertomographie des Beckens mit Kontrastmittel;0;0;1
3-228;Computertomographie der peripheren Gefäße mit Kontrastmittel;0;0;1
3-241;CT-Myelographie;0;0;1
3-24x;Andere Computertomographie-Spezialverfahren;0;0;1
3-30x;Andere laserbasierte Verfahren mit digitaler Bildverarbeitung;0;0;1
3-600;Arteriographie der intrakraniellen Gefäße;0;0;1
3-601;Arteriographie der Gefäße des Halses;0;0;1
3-602;Arteriographie des Aortenbogens;0;0;1
3-603;Arteriographie der thorakalen Gefäße;0;0;1
3-604;Arteriographie der Gefäße des Abdomens;0;0;1
3-605;Arteriographie der Gefäße des Beckens;0;0;1
3-606;Arteriographie der Gefäße der oberen Extremitäten;0;0;1
3-607;Arteriographie der Gefäße der unteren Extremitäten;0;0;1
3-608;Superselektive Arteriographie;0;0;1
3-611.1;Phlebographie der Gefäße von Hals und Thorax: Pulmonalvenen;0;0;1
3-611.2;Phlebographie der Gefäße von Hals und Thorax: Koronarsinusvenen;0;0;1
3-613;Phlebographie der Gefäße einer Extremität;0;0;1
3-614;Phlebographie der Gefäße einer Extremität mit Darstellung des Abflussbereiches;0;0;1
3-701;Szintigraphie der Schilddrüse;0;0;1
3-703.0;Szintigraphie der Lunge: Perfusionsszintigraphie;0;0;1
3-703.2;Szintigraphie der Lunge: Perfusions- und Ventilationsszintigraphie;0;0;1
3-705.0;Szintigraphie des Muskel-Skelett-Systems: Ein-Phasen-Szintigraphie;0;0;1
3-705.1;Szintigraphie des Muskel-Skelett-Systems: Mehr-Phasen-Szintigraphie;0;0;1
3-706.1;Szintigraphie der Nieren: Dynamisch;0;0;1
3-709.0;Szintigraphie des Lymphsystems: Planare Lymphszintigraphie zur Lokalisationsdiagnostik;0;0;1
3-709.x;Szintigraphie des Lymphsystems: Sonstige;0;0;1
3-70b.0;Resorptions- und Exkretionstests mit Radionukliden: Radiojod-2-Phasentest;0;0;1
3-70c.00;Ganzkörper-Szintigraphie zur Lokalisationsdiagnostik: Ganzkörper-Szintigraphie mit Radiojod: Ohne Gabe von rekombinantem Thyreotropin (rh-TSH);0;0;1
3-70c.01;Ganzkörper-Szintigraphie zur Lokalisationsdiagnostik: Ganzkörper-Szintigraphie mit Radiojod: Mit Gabe von rekombinantem Thyreotropin (rh-TSH);0;0;1
3-70c.1;Ganzkörper-Szintigraphie zur Lokalisationsdiagnostik: Tumorszintigraphie mit tumorselektiven Substanzen;0;0;1
3-70d.x;Teilkörper-Szintigraphie zur Lokalisationsdiagnostik: Sonstige;0;0;1
3-70x;Andere Szintigraphien;0;0;1
3-724.0;Teilkörper-Single-Photon-Emissionscomputertomographie ergänzend zur planaren Szintigraphie: Knochen;0;0;1
3-724.x;Teilkörper-Single-Photon-Emissionscomputertomographie ergänzend zur planaren Szintigraphie: Sonstige;0;0;1
3-73x;Andere Single-Photon-Emissionscomputertomographie mit Computertomographie (SPECT/CT);0;0;1
3-750;Positronenemissionstomographie mit Computertomographie (PET/CT) des Gehirns;0;0;1
3-752.0;Positronenemissionstomographie mit Computertomographie (PET/CT) des gesamten Körperstammes: Mit Niedrigdosis-Computertomographie zur Schwächungskorrektur;0;0;1
3-760;Sondenmessung im Rahmen der SLNE (Sentinel Lymphnode Extirpation);0;0;1
3-800;Native Magnetresonanztomographie des Schädels;0;0;1
3-801;Native Magnetresonanztomographie des Halses;0;0;1
3-802;Native Magnetresonanztomographie von Wirbelsäule und Rückenmark;0;0;1
3-803.0;Native Magnetresonanztomographie des Herzens: In Ruhe;0;0;1
3-803.x;Native Magnetresonanztomographie des Herzens: Sonstige;0;0;1
3-804;Native Magnetresonanztomographie des Abdomens;0;0;1
3-805;Native Magnetresonanztomographie des Beckens;0;0;1
3-806;Native Magnetresonanztomographie des Muskel-Skelett-Systems;0;0;1
3-808;Native Magnetresonanztomographie der peripheren Gefäße;0;0;1
3-80x;Andere native Magnetresonanztomographie;0;0;1
3-820;Magnetresonanztomographie des Schädels mit Kontrastmittel;0;0;1
3-821;Magnetresonanztomographie des Halses mit Kontrastmittel;0;0;1
3-822;Magnetresonanztomographie des Thorax mit Kontrastmittel;0;0;1
3-823;Magnetresonanztomographie von Wirbelsäule und Rückenmark mit Kontrastmittel;0;0;1
3-824.0;Magnetresonanztomographie des Herzens mit Kontrastmittel: In Ruhe;0;0;1
3-824.2;Magnetresonanztomographie des Herzens mit Kontrastmittel: Unter pharmakologischer Belastung;0;0;1
3-825;Magnetresonanztomographie des Abdomens mit Kontrastmittel;0;0;1
3-826;Magnetresonanztomographie des Muskel-Skelett-Systems mit Kontrastmittel;0;0;1
3-828;Magnetresonanztomographie der peripheren Gefäße mit Kontrastmittel;0;0;1
3-82a;Magnetresonanztomographie des Beckens mit Kontrastmittel;0;0;1
3-82x;Andere Magnetresonanztomographie mit Kontrastmittel;0;0;1
3-840;Magnetresonanz-Ventrikulographie;0;0;1
3-841;Magnetresonanz-Myelographie;0;0;1
3-843;Magnetresonanz-Cholangiopankreatikographie [MRCP];0;0;1
3-900;Knochendichtemessung (alle Verfahren);0;0;1
3-990;Computergestützte Bilddatenanalyse mit 3D-Auswertung;0;0;1
3-992;Intraoperative Anwendung der Verfahren;0;0;1
3-993;Quantitative Bestimmung von Parametern;0;0;1
3-994;Virtuelle 3D-Rekonstruktionstechnik;0;0;1
5-010.00;Schädeleröffnung über die Kalotte: Kraniotomie (Kalotte): Kalotte;0;0;1
5-010.03;Schädeleröffnung über die Kalotte: Kraniotomie (Kalotte): Temporal;0;0;1
5-010.04;Schädeleröffnung über die Kalotte: Kraniotomie (Kalotte): Subokzipital;0;0;1
5-010.10;Schädeleröffnung über die Kalotte: Kraniektomie (Kalotte): Kalotte;0;0;1
5-010.14;Schädeleröffnung über die Kalotte: Kraniektomie (Kalotte): Subokzipital;0;0;1
5-010.2;Schädeleröffnung über die Kalotte: Bohrlochtrepanation;0;0;1
5-011.x;Zugang durch die Schädelbasis: Sonstige;0;0;1
5-013.0;Inzision von Gehirn und Hirnhäuten: Drainage von subduraler Flüssigkeit;0;0;1
5-013.1;Inzision von Gehirn und Hirnhäuten: Entleerung eines subduralen Hämatoms;0;0;1
5-015.0;Exzision und Destruktion von erkranktem intrakraniellem Gewebe: Intrazerebrales Tumorgewebe, hirneigen;0;0;1
5-015.1;Exzision und Destruktion von erkranktem intrakraniellem Gewebe: Intrazerebrales Tumorgewebe, nicht hirneigen;0;0;1
5-015.3;Exzision und Destruktion von erkranktem intrakraniellem Gewebe: Hirnhäute, Tumorgewebe ohne Infiltration von intrakraniellem Gewebe;0;0;1
5-015.4;Exzision und Destruktion von erkranktem intrakraniellem Gewebe: Hirnhäute, Tumorgewebe mit Präparation von infiltriertem Nachbargewebe;0;0;1
5-017.2;Inzision, Resektion und Destruktion an intrakraniellen Anteilen von Hirnnerven und Ganglien: Destruktion;0;0;1
