IC_CodeF;IC_Text;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
1-279.1;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Quantitative regionale Funktionsanalyse;0;0;1
1-313;Ösophagusmanometrie;0;0;1
1-315;Anorektale Manometrie;0;0;1
1-316.10;pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Ohne Langzeit-Impedanzmessung;0;0;1
1-316.11;pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Mit Langzeit-Impedanzmessung;0;0;1
1-316.x;pH-Metrie des Ösophagus: Sonstige;0;0;1
1-317.1;pH-Metrie des Magens: Langzeit-pH-Metrie;0;0;1
1-334.0;Urodynamische Untersuchung: Urodynamische Untersuchung mit gleichzeitiger Anwendung elektrophysiologischer Methoden;0;0;1
1-334.1;Urodynamische Untersuchung: Blasendruckmessung;0;0;1
1-334.2;Urodynamische Untersuchung: Video-Urodynamik;0;0;1
1-334.x;Urodynamische Untersuchung: Sonstige;0;0;1
1-334.y;Urodynamische Untersuchung: N.n.bez.;0;0;1
1-335;Messung des Urethradruckprofils;0;0;1
1-336;Harnröhrenkalibrierung;0;0;1
1-406.2;Perkutane (Nadel-)Biopsie an endokrinen Organen: Schilddrüse;0;0;1
1-410;Biopsie ohne Inzision an der Ohrmuschel;0;0;1
1-414.x;Biopsie ohne Inzision an der Nase: Sonstige;0;0;1
1-415;Biopsie ohne Inzision an der Gesichtshaut;0;0;1
1-420.0;Biopsie ohne Inzision an Mund und Mundhöhle: Lippe;0;0;1
1-420.5;Biopsie ohne Inzision an Mund und Mundhöhle: Wangenschleimhaut;0;0;1
1-424;Biopsie ohne Inzision am Knochenmark;0;0;1
1-425.0;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, zervikal;0;0;1
1-425.2;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, axillär;0;0;1
1-425.7;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, inguinal;0;0;1
1-426.2;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, axillär;0;0;1
1-430.0;Endoskopische Biopsie an respiratorischen Organen: Trachea;0;0;1
1-430.1;Endoskopische Biopsie an respiratorischen Organen: Bronchus;0;0;1
1-430.2;Endoskopische Biopsie an respiratorischen Organen: Lunge;0;0;1
1-430.x;Endoskopische Biopsie an respiratorischen Organen: Sonstige;0;0;1
1-432.01;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Stanzbiopsie ohne Clip-Markierung der Biopsieregion;0;0;1
1-440.6;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Gallengänge;0;0;1
1-440.9;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Stufenbiopsie am oberen Verdauungstrakt;0;0;1
1-440.a;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: 1 bis 5 Biopsien am oberen Verdauungstrakt;0;0;1
1-440.x;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Sonstige;0;0;1
1-441.0;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Leber;0;0;1
1-442.0;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Leber;0;0;1
1-444.6;Endoskopische Biopsie am unteren Verdauungstrakt: Stufenbiopsie;0;0;1
1-444.7;Endoskopische Biopsie am unteren Verdauungstrakt: 1 bis 5 Biopsien;0;0;1
1-445;Endosonographische Feinnadelpunktion am oberen Verdauungstrakt;0;0;1
1-447;Endosonographische Feinnadelpunktion am Pankreas;0;0;1
1-463.1;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Prostata;0;0;1
1-464.00;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: Weniger als 20 Zylinder;0;0;1
1-464.01;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: 20 und mehr Zylinder;0;0;1
1-471.2;Biopsie ohne Inzision am Endometrium: Diagnostische fraktionierte Kürettage;0;0;1
1-472.0;Biopsie ohne Inzision an der Cervix uteri: Zervixabrasio;0;0;1
1-480.5;Perkutane (Nadel-)Biopsie an Knochen: Becken;0;0;1
1-480.6;Perkutane (Nadel-)Biopsie an Knochen: Femur und Patella;0;0;1
1-480.7;Perkutane (Nadel-)Biopsie an Knochen: Tibia und Fibula;0;0;1
1-481.5;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Becken;0;0;1
1-490.0;Biopsie ohne Inzision an Haut und Unterhaut: Hals;0;0;1
1-490.1;Biopsie ohne Inzision an Haut und Unterhaut: Schulterregion;0;0;1
1-490.2;Biopsie ohne Inzision an Haut und Unterhaut: Oberarm und Ellenbogen;0;0;1
1-490.3;Biopsie ohne Inzision an Haut und Unterhaut: Unterarm und Hand;0;0;1
1-490.4;Biopsie ohne Inzision an Haut und Unterhaut: Rumpf;0;0;1
1-490.5;Biopsie ohne Inzision an Haut und Unterhaut: Oberschenkel;0;0;1
1-490.6;Biopsie ohne Inzision an Haut und Unterhaut: Unterschenkel;0;0;1
1-490.7;Biopsie ohne Inzision an Haut und Unterhaut: Fuß;0;0;1
1-490.x;Biopsie ohne Inzision an Haut und Unterhaut: Sonstige;0;0;1
1-490.y;Biopsie ohne Inzision an Haut und Unterhaut: N.n.bez.;0;0;1
1-491.2;Perkutane (Nadel-)Biopsie an Muskeln und Weichteilen: Oberarm und Ellenbogen;0;0;1
1-491.3;Perkutane (Nadel-)Biopsie an Muskeln und Weichteilen: Unterarm und Hand;0;0;1
1-491.5;Perkutane (Nadel-)Biopsie an Muskeln und Weichteilen: Oberschenkel;0;0;1
1-491.6;Perkutane (Nadel-)Biopsie an Muskeln und Weichteilen: Unterschenkel;0;0;1
1-492.0;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: Hals;0;0;1
1-493.31;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Mamma: Durch Stanzbiopsie ohne Clip-Markierung der Biopsieregion;0;0;1
1-493.32;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Mamma: Durch Stanzbiopsie mit Clip-Markierung der Biopsieregion;0;0;1
1-494.31;(Perkutane) Biopsie an anderen Organen und Geweben mit Steuerung durch bildgebende Verfahren: Mamma: Durch Stanzbiopsie ohne Clip-Markierung der Biopsieregion;0;0;1
1-494.32;(Perkutane) Biopsie an anderen Organen und Geweben mit Steuerung durch bildgebende Verfahren: Mamma: Durch Stanzbiopsie mit Clip-Markierung der Biopsieregion;0;0;1
1-497.1;Transvenöse oder transarterielle Biopsie: Endomyokard;0;0;1
1-501;Biopsie der Mamma durch Inzision;0;0;1
1-502.2;Biopsie an Muskeln und Weichteilen durch Inzision: Oberarm und Ellenbogen;0;0;1
1-502.3;Biopsie an Muskeln und Weichteilen durch Inzision: Unterarm und Hand;0;0;1
1-502.4;Biopsie an Muskeln und Weichteilen durch Inzision: Rumpf;0;0;1
1-502.6;Biopsie an Muskeln und Weichteilen durch Inzision: Unterschenkel;0;0;1
1-531;Biopsie am äußeren Gehörgang durch Inzision;0;0;1
1-556.0;Biopsie am Kolon durch Inzision: Colon ascendens;0;0;1
1-556.2;Biopsie am Kolon durch Inzision: Colon descendens;0;0;1
1-556.3;Biopsie am Kolon durch Inzision: Colon sigmoideum;0;0;1
1-557.0;Biopsie an Rektum und perirektalem Gewebe durch Inzision: Rektum;0;0;1
1-571.1;Biopsie an Uterus und Cervix uteri durch Inzision: Cervix uteri;0;0;1
1-572;Biopsie an der Vagina durch Inzision;0;0;1
1-573;Biopsie an der Vulva durch Inzision;0;0;1
1-610.0;Diagnostische Laryngoskopie: Direkt;0;0;1
1-610.1;Diagnostische Laryngoskopie: Indirekt;0;0;1
1-610.2;Diagnostische Laryngoskopie: Mikrolaryngoskopie;0;0;1
1-610.x;Diagnostische Laryngoskopie: Sonstige;0;0;1
1-611.0;Diagnostische Pharyngoskopie: Direkt;0;0;1
1-611.1;Diagnostische Pharyngoskopie: Indirekt;0;0;1
1-611.x;Diagnostische Pharyngoskopie: Sonstige;0;0;1
1-612;Diagnostische Rhinoskopie;0;0;1
1-613;Evaluation des Schluckens mit flexiblem Endoskop;0;0;1
1-620.00;Diagnostische Tracheobronchoskopie: Mit flexiblem Instrument: Ohne weitere Maßnahmen;0;0;1
1-620.01;Diagnostische Tracheobronchoskopie: Mit flexiblem Instrument: Mit bronchoalveolärer Lavage;0;0;1
1-620.03;Diagnostische Tracheobronchoskopie: Mit flexiblem Instrument: Mit katheterbasierter Luftstrommessung;0;0;1
1-620.0x;Diagnostische Tracheobronchoskopie: Mit flexiblem Instrument: Sonstige;0;0;1
1-620.1x;Diagnostische Tracheobronchoskopie: Mit starrem Instrument: Sonstige;0;0;1
1-630.0;Diagnostische Ösophagoskopie: Mit flexiblem Instrument;0;0;1
1-630.1;Diagnostische Ösophagoskopie: Mit starrem Instrument;0;0;1
1-631.0;Diagnostische Ösophagogastroskopie: Bei normalem Situs;0;0;1
1-631.1;Diagnostische Ösophagogastroskopie: Bei Anastomosen an Ösophagus und/oder Magen;0;0;1
1-631.x;Diagnostische Ösophagogastroskopie: Sonstige;0;0;1
1-632.0;Diagnostische Ösophagogastroduodenoskopie: Bei normalem Situs;0;0;1
1-632.1;Diagnostische Ösophagogastroduodenoskopie: Bei Anastomosen an Ösophagus, Magen und/oder Duodenum;0;0;1
1-632.x;Diagnostische Ösophagogastroduodenoskopie: Sonstige;0;0;1
1-632.y;Diagnostische Ösophagogastroduodenoskopie: N.n.bez.;0;0;1
1-635.1;Diagnostische Jejunoskopie: Bei Anastomosen an Ösophagus, Magen und/oder Dünndarm;0;0;1
1-636.0;Diagnostische Intestinoskopie (Endoskopie des tiefen Jejunums und Ileums): Einfach (durch Push-Technik);0;0;1
1-63b;Chromoendoskopie des oberen Verdauungstraktes;0;0;1
1-640;Diagnostische retrograde Darstellung der Gallenwege;0;0;1
1-642;Diagnostische retrograde Darstellung der Gallen- und Pankreaswege;0;0;1
1-650.0;Diagnostische Koloskopie: Partiell;0;0;1
1-650.1;Diagnostische Koloskopie: Total, bis Zäkum;0;0;1
1-650.2;Diagnostische Koloskopie: Total, mit Ileoskopie;0;0;1
1-651;Diagnostische Sigmoideoskopie;0;0;1
1-652.0;Diagnostische Endoskopie des Darmes über ein Stoma: Ileoskopie;0;0;1
1-652.1;Diagnostische Endoskopie des Darmes über ein Stoma: Koloskopie;0;0;1
1-652.3;Diagnostische Endoskopie des Darmes über ein Stoma: Proktoskopie;0;0;1
1-653;Diagnostische Proktoskopie;0;0;1
1-654.0;Diagnostische Rektoskopie: Mit flexiblem Instrument;0;0;1
1-654.1;Diagnostische Rektoskopie: Mit starrem Instrument;0;0;1
1-661;Diagnostische Urethrozystoskopie;0;0;1
1-671;Diagnostische Kolposkopie;0;0;1
1-672;Diagnostische Hysteroskopie;0;0;1
1-700;Spezifische allergologische Provokationstestung;0;0;1
1-710;Ganzkörperplethysmographie;0;0;1
1-711;Bestimmung der CO-Diffusionskapazität;0;0;1
1-712;Spiroergometrie;0;0;1
1-713;Messung der funktionellen Residualkapazität [FRC] mit der Helium-Verdünnungsmethode;0;0;1
1-714;Messung der bronchialen Reaktivität;0;0;1
1-715;Sechs-Minuten-Gehtest nach Guyatt;0;0;1
1-760;Belastungstest mit Substanzen zum Nachweis einer Stoffwechselstörung;0;0;1
1-762;Leberfunktionstest mit intravenöser Applikation eines C13-markierten Substrates;0;0;1
1-770;Multidimensionales geriatrisches Screening und Minimalassessment;0;0;1
1-771;Standardisiertes geriatrisches Basisassessment (GBA);0;0;1
1-790;Kardiorespiratorische Polysomnographie;0;0;1
1-791;Kardiorespiratorische Polygraphie;0;0;1
1-795;Multipler Schlaflatenztest (MSLT)/multipler Wachbleibetest (MWT);0;0;1
1-797.0;Komplexe endokrinologische Funktionsuntersuchung: Ohne invasive Katheteruntersuchung;0;0;1
1-797.1;Komplexe endokrinologische Funktionsuntersuchung: Mit invasiver Katheteruntersuchung;0;0;1
1-798.0;Instrumentelle 3D-Ganganalyse: Mit Kinematik;0;0;1
1-798.1;Instrumentelle 3D-Ganganalyse: Mit Kinetik;0;0;1
1-798.2;Instrumentelle 3D-Ganganalyse: Mit Elektromyographie;0;0;1
1-798.x;Instrumentelle 3D-Ganganalyse: Sonstige;0;0;1
1-843;Diagnostische Aspiration aus dem Bronchus;0;0;1
1-844;Diagnostische perkutane Punktion der Pleurahöhle;0;0;1
1-847.4;Diagnostische perkutane Punktion und Aspiration der männlichen Geschlechtsorgane: Prostata;0;0;1
1-853.2;Diagnostische (perkutane) Punktion und Aspiration der Bauchhöhle: Aszitespunktion;0;0;1
1-854.7;Diagnostische perkutane Punktion eines Gelenkes oder Schleimbeutels: Kniegelenk;0;0;1
1-859.x;Andere diagnostische Punktion und Aspiration: Sonstige;0;0;1
1-900.0;Psychosomatische und psychotherapeutische Diagnostik: Einfach;0;0;1
1-900.1;Psychosomatische und psychotherapeutische Diagnostik: Komplex;0;0;1
1-901.0;(Neuro-)psychologische und psychosoziale Diagnostik: Einfach;0;0;1
1-901.1;(Neuro-)psychologische und psychosoziale Diagnostik: Komplex;0;0;1
1-902.0;Testpsychologische Diagnostik: Einfach;0;0;1
1-902.1;Testpsychologische Diagnostik: Komplex;0;0;1
1-910;Multidisziplinäre algesiologische Diagnostik;0;0;1
1-912;Neurophysiologische apparative Testverfahren zur Schmerzdiagnostik;0;0;1
1-930.0;Infektiologisches Monitoring: Infektiologisch-mikrobiologisches Monitoring bei Immunsuppression;0;0;1
1-930.1;Infektiologisches Monitoring: Quantitative Virus-Nukleinsäurebestimmung;0;0;1
1-930.3;Infektiologisches Monitoring: Bestimmung der HI-Viruslast zur Verlaufsbeurteilung;0;0;1
1-940;Komplexe Diagnostik bei hämatologischen und onkologischen Erkrankungen bei Kindern und Jugendlichen;0;0;1
1-941.0;Komplexe Diagnostik bei Leukämien: Komplexe Diagnostik ohne HLA-Typisierung;0;0;1
1-943.0;Komplexe Diagnostik bei Verdacht auf Lungenerkrankungen bei Kindern und Jugendlichen: Ohne weitere Maßnahmen;0;0;1
1-991.0;Molekulares Monitoring der Resttumorlast [MRD]: Molekulargenetische Identifikation und Herstellung von patientenspezifischen Markern für die Bestimmung der Resttumorlast (Minimal Residual Diseases (MRD));0;0;1
1-991.1;Molekulares Monitoring der Resttumorlast [MRD]: Patientenspezifische molekulargenetische Quantifizierung der Resttumorlast (MRD-Monitoring);0;0;1
1-992.0;Durchführung von Genmutationsanalysen und Genexpressionsanalysen bei soliden bösartigen Neubildungen: Analyse von 1 bis 2 genetischen Alterationen;0;0;1
1-992.2;Durchführung von Genmutationsanalysen und Genexpressionsanalysen bei soliden bösartigen Neubildungen: Analyse von 3 bis 12 genetischen Alterationen;0;0;1
1-992.3;Durchführung von Genmutationsanalysen und Genexpressionsanalysen bei soliden bösartigen Neubildungen: Analyse von 13 und mehr genetischen Alterationen;0;0;1
1-994;In-vitro-Bestimmung des Genexpressionsprofils mittels RNA aus Monozyten des peripheren Blutes bei Zustand nach Transplantation;0;0;1
1-999.1;Zusatzinformationen zu diagnostischen Maßnahmen: Fluoreszenzgestützte diagnostische Verfahren;0;0;1
3-030;Komplexe differenzialdiagnostische Sonographie mit Kontrastmittel;0;0;1
3-031;Komplexe differenzialdiagnostische transthorakale Stress-Echokardiographie;0;0;1
3-033.0;Komplexe differenzialdiagnostische Sonographie bei Neugeborenen und Kleinkindern: Sonographie des Körperstammes;0;0;1
3-034;Komplexe differenzialdiagnostische Sonographie mittels Tissue Doppler Imaging [TDI] und Verformungsanalysen von Gewebe [Speckle Tracking];0;0;1
3-035;Komplexe differenzialdiagnostische Sonographie des Gefäßsystems mit quantitativer Auswertung;0;0;1
3-036;Komplexe differenzialdiagnostische Sonographie bei Weichteiltumoren mit quantitativer Vermessung;0;0;1
3-051;Endosonographie des Ösophagus;0;0;1
3-052;Transösophageale Echokardiographie [TEE];0;0;1
3-053;Endosonographie des Magens;0;0;1
3-054;Endosonographie des Duodenums;0;0;1
3-055;Endosonographie der Gallenwege;0;0;1
3-056;Endosonographie des Pankreas;0;0;1
3-057;Endosonographie des Kolons;0;0;1
3-058;Endosonographie des Rektums;0;0;1
3-059;Endosonographie der Bauchhöhle [Laparoskopische Sonographie];0;0;1
3-05a;Endosonographie des Retroperitonealraumes;0;0;1
3-05c.0;Endosonographie der männlichen Geschlechtsorgane: Transrektal;0;0;1
3-05d;Endosonographie der weiblichen Geschlechtsorgane;0;0;1
3-05e;Endosonographie der Blutgefäße;0;0;1
3-05f;Transbronchiale Endosonographie;0;0;1
3-05g.2;Endosonographie des Herzens: Intrakardiale Echokardiographie [ICE];0;0;1
3-05g.x;Endosonographie des Herzens: Sonstige;0;0;1
3-05x;Andere Endosonographie;0;0;1
3-100.0;Mammographie: Eine oder mehr Ebenen;0;0;1
3-100.1;Mammographie: Präparatradiographie;0;0;1
3-134;Pharyngographie;0;0;1
3-137;Ösophagographie;0;0;1
3-138;Gastrographie;0;0;1
3-13a;Kolonkontrastuntersuchung;0;0;1
3-13b;Magen-Darm-Passage (fraktioniert);0;0;1
3-13c.1;Cholangiographie: Perkutan-transhepatisch [PTC];0;0;1
3-13d.5;Urographie: Retrograd;0;0;1
3-13e;Miktionszystourethrographie;0;0;1
3-13f;Zystographie;0;0;1
3-13g;Urethrographie;0;0;1
3-13k;Arthrographie;0;0;1
3-13x;Andere Projektionsradiographie mit Kontrastmittelverfahren;0;0;1
3-200;Native Computertomographie des Schädels;0;0;1
3-201;Native Computertomographie des Halses;0;0;1
3-202;Native Computertomographie des Thorax;0;0;1
3-203;Native Computertomographie von Wirbelsäule und Rückenmark;0;0;1
3-204;Native Computertomographie des Herzens;0;0;1
3-205;Native Computertomographie des Muskel-Skelett-Systems;0;0;1
3-206;Native Computertomographie des Beckens;0;0;1
3-207;Native Computertomographie des Abdomens;0;0;1
3-20x;Andere native Computertomographie;0;0;1
3-220;Computertomographie des Schädels mit Kontrastmittel;0;0;1
3-221;Computertomographie des Halses mit Kontrastmittel;0;0;1
3-222;Computertomographie des Thorax mit Kontrastmittel;0;0;1
3-223;Computertomographie von Wirbelsäule und Rückenmark mit Kontrastmittel;0;0;1
3-224.0;Computertomographie des Herzens mit Kontrastmittel: In Ruhe;0;0;1
3-224.30;Computertomographie des Herzens mit Kontrastmittel: CT-Koronarangiographie: Ohne Bestimmung der fraktionellen myokardialen Flussreserve [FFRmyo];0;0;1
3-225;Computertomographie des Abdomens mit Kontrastmittel;0;0;1
3-226;Computertomographie des Beckens mit Kontrastmittel;0;0;1
3-227;Computertomographie des Muskel-Skelett-Systems mit Kontrastmittel;0;0;1
3-228;Computertomographie der peripheren Gefäße mit Kontrastmittel;0;0;1
3-22x;Andere Computertomographie mit Kontrastmittel;0;0;1
3-24x;Andere Computertomographie-Spezialverfahren;0;0;1
3-300.0;Optische Kohärenztomographie (OCT): Retina;0;0;1
3-600;Arteriographie der intrakraniellen Gefäße;0;0;1
3-603;Arteriographie der thorakalen Gefäße;0;0;1
3-605;Arteriographie der Gefäße des Beckens;0;0;1
3-606;Arteriographie der Gefäße der oberen Extremitäten;0;0;1
3-607;Arteriographie der Gefäße der unteren Extremitäten;0;0;1
3-608;Superselektive Arteriographie;0;0;1
3-60x;Andere Arteriographie;0;0;1
3-611.0;Phlebographie der Gefäße von Hals und Thorax: Obere Hohlvene;0;0;1
3-613;Phlebographie der Gefäße einer Extremität;0;0;1
3-614;Phlebographie der Gefäße einer Extremität mit Darstellung des Abflussbereiches;0;0;1
3-61x;Andere Phlebographie;0;0;1
3-700;Szintigraphie von Gehirn und Liquorräumen;0;0;1
3-701;Szintigraphie der Schilddrüse;0;0;1
3-702.0;Szintigraphie anderer endokriner Organe: Nebenschilddrüse;0;0;1
3-702.1;Szintigraphie anderer endokriner Organe: Nebenniere;0;0;1
3-703.0;Szintigraphie der Lunge: Perfusionsszintigraphie;0;0;1
3-704.0;Radionuklidventrikulographie des Herzens: Radionuklidventrikulographie in Ruhe;0;0;1
3-704.1;Radionuklidventrikulographie des Herzens: Radionuklidventrikulographie unter physischer Belastung;0;0;1
3-705.0;Szintigraphie des Muskel-Skelett-Systems: Ein-Phasen-Szintigraphie;0;0;1
3-705.1;Szintigraphie des Muskel-Skelett-Systems: Mehr-Phasen-Szintigraphie;0;0;1
3-706.0;Szintigraphie der Nieren: Statisch;0;0;1
3-706.1;Szintigraphie der Nieren: Dynamisch;0;0;1
3-707.0;Szintigraphie des Gastrointestinaltraktes: Speicheldrüsen;0;0;1
3-707.1;Szintigraphie des Gastrointestinaltraktes: Ösophagus;0;0;1
3-707.5;Szintigraphie des Gastrointestinaltraktes: Nachweis eines Meckel-Divertikels;0;0;1
3-708.0;Szintigraphie der Blutgefäße: Intraarterielle Applikation;0;0;1
3-708.1;Szintigraphie der Blutgefäße: Intravenöse Applikation;0;0;1
3-70b.0;Resorptions- und Exkretionstests mit Radionukliden: Radiojod-2-Phasentest;0;0;1
3-70c.1;Ganzkörper-Szintigraphie zur Lokalisationsdiagnostik: Tumorszintigraphie mit tumorselektiven Substanzen;0;0;1
3-70c.2;Ganzkörper-Szintigraphie zur Lokalisationsdiagnostik: Ganzkörper-Szintigraphie zur Entzündungsdiagnostik;0;0;1
3-70c.x;Ganzkörper-Szintigraphie zur Lokalisationsdiagnostik: Sonstige;0;0;1
3-70d.x;Teilkörper-Szintigraphie zur Lokalisationsdiagnostik: Sonstige;0;0;1
3-720.10;Single-Photon-Emissionscomputertomographie des Gehirns: Mit rezeptorgerichteten Substanzen: Mit Dopamin-Transporter-Liganden;0;0;1
3-720.x;Single-Photon-Emissionscomputertomographie des Gehirns: Sonstige;0;0;1
3-721.01;Single-Photon-Emissionscomputertomographie des Herzens: Myokardszintigraphie in Ruhe: Mit EKG-Triggerung;0;0;1
3-721.11;Single-Photon-Emissionscomputertomographie des Herzens: Myokardszintigraphie unter physischer Belastung: Mit EKG-Triggerung;0;0;1
3-721.21;Single-Photon-Emissionscomputertomographie des Herzens: Myokardszintigraphie unter pharmakologischer Belastung: Mit EKG-Triggerung;0;0;1
3-722.0;Single-Photon-Emissionscomputertomographie der Lunge: Perfusions-Single-Photon-Emissionscomputertomographie;0;0;1
3-724.0;Teilkörper-Single-Photon-Emissionscomputertomographie ergänzend zur planaren Szintigraphie: Knochen;0;0;1
3-724.1;Teilkörper-Single-Photon-Emissionscomputertomographie ergänzend zur planaren Szintigraphie: Herz;0;0;1
3-724.x;Teilkörper-Single-Photon-Emissionscomputertomographie ergänzend zur planaren Szintigraphie: Sonstige;0;0;1
3-72x;Andere Single-Photon-Emissionscomputertomographie;0;0;1
3-732.0;Single-Photon-Emissionscomputertomographie mit Computertomographie (SPECT/CT) der Lunge: Mit Niedrigdosis-Computertomographie zur Schwächungskorrektur;0;0;1
3-733.0;Single-Photon-Emissionscomputertomographie mit Computertomographie (SPECT/CT) des Skelettsystems: Mit Niedrigdosis-Computertomographie zur Schwächungskorrektur;0;0;1
3-733.x;Single-Photon-Emissionscomputertomographie mit Computertomographie (SPECT/CT) des Skelettsystems: Sonstige;0;0;1
3-73x;Andere Single-Photon-Emissionscomputertomographie mit Computertomographie (SPECT/CT);0;0;1
3-740;Positronenemissionstomographie des Gehirns;0;0;1
3-750;Positronenemissionstomographie mit Computertomographie (PET/CT) des Gehirns;0;0;1
