ID_MDC;ID_Partition;ID_DRG;ID_Text
00 ;O;A11A;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1932 Aufwandspunkte mit kompliz. Konstellation und best. OR-Prozedur, Alter < 16 Jahre
00 ;O;A11B;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit hochkomplexem Eingriff oder Alter < 2 Jahre bei angeborener Fehlbildung
00 ;O;A11C;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmed. Komplexbeh. > 1764 / 1656 / 1656 Punkte., mit kompl. OR-Proz. und Alter < 16 J. oder kompliz. Konst., od. bei Tumor od. angeb. Fehlbild., Alt. < 3 J. od. intensivmed. Komplexbeh. > - / 1104 / - P.
00 ;O;A11D;Beatmung > 249 Stunden, ohne komplexe OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1764 / 1656 / 1932 Aufwandspunkte, mit komplizierender Konstellation und bestimmter OR-Prozedur, Alter > 15 Jahre
00 ;O;A11E;Beatmung > 249 Stunden, mit komplexer OR-Prozedur, ohne hochkomplexen Eingriff, ohne int. Komplexbeh. > 1764 / 1656 / 1656 P., ohne kompliz. Konstellation, Alter > 15 Jahre oder mit intensivmedizinischer Komplexbehandlung > 588 / 828 / - Aufwandspunkte
00 ;O;A11F;Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte, mit bestimmter OR-Prozedur oder kompliz. Konstellation oder intensivmed. Komplexbehandlung > - / - / 1104 P. oder Alter < 6 Jahre
00 ;O;A11G;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 588 / 828 / 1104 Punkte, ohne kompliz. Konstellation, Alter > 5 Jahre, mit kompl. Diagnose oder Prozedur oder Alter < 16 J. oder schwerste CC
00 ;O;A11H;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, mit äußerst schweren CC
00 ;O;A11I;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne IntK > 588 / 828 / 1104 Punkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne schwerste CC, ohne äußerst schwere CC
00 ;O;A13A;Beatmung > 95 Std. mit hochkompl. Eingr. od. mit kompl. OR-Proz. u. int. Komplexbeh. > 1176 / 1380 / 1656 P. od. mit kompl. OR-Proz. u. int. Komplexbeh. > - / 1104 / 1104 P. od. b. Lymphom und Leukämie, m. kompliz. Konst. u. best. OR-Proz., Alter < 16 J.
00 ;O;A13B;Beatmung > 95 Stunden mit sehr komplexem Eingriff oder mit komplexer OR-Prozedur und komplizierender Konstellation oder mit best. OR-Proz. und kompliz. Konst., Alter < 16 Jahre od. mit intensivmed. Komplexbeh. > - / 1104 / 1104 Punkte und kompliz. Konst.
00 ;O;A13C;Beatmung > 95 Stunden ohne komplexe OR-Prozedur, mit bestimmter OR-Proz. und kompliz. Konstellation, Alter > 15 J. oder mit intensivmed. Komplexbeh. > - / 1104 / 1104 Punkte od. Alter < 16 J., außer bei Lymphom und Leukämie, ohne kompliz. Konstellation
00 ;O;A13D;Beatmung > 95 Stunden mit komplexer OR-Prozedur, ohne hochkompl. od. sehr kompl. Eingriff, ohne intensivmed. Komplexbeh. > 1176 / 1104 / 1104 Punkte, ohne kompliz. Konst., ohne Eingr. bei angeb. Fehlbild. od. mit intensivmed. Komplexbeh. > - / 828 / - P.
00 ;O;A13E;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur oder komplizierender Konstellation oder mit intensivmedizinischer Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte und < 1177 / 829 / 1105 Aufwandspunkte od. Alter < 16 Jahre
00 ;O;A13F;Beatmung > 95 Stunden, ohne bestimmte OR-Prozedur, ohne komplizierende Konstellation, ohne intensivmed. Komplexbeh. > 588 / 552 / 552 Aufwandspunkte, Alter > 15 Jahre, mit komplexer Diagnose oder Prozedur od. intensivmed. Komplexbeh. > - / 368 / - Punkte
00 ;O;A13G;Beatmung > 95 Stunden, mit bestimmter OR-Prozedur oder kompliz. Konstellation, mit äußerst schweren CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose od. Prozedur, mit äuß. schw. CC
00 ;O;A13H;Beatmung > 95 Stunden mit bestimmter OR-Prozedur oder kompliz. Konstellation, ohne äußerst schwere CC, verstorben oder verlegt < 9 Tage oder ohne best. OR-Proz., ohne kompliz. Konst., Alter > 15 J., ohne kompliz. Diagnose oder Proz., ohne äuß. schw. CC
00 ;O;A15A;Knochenmarktransplantation / Stammzelltransfusion, autogen, mit zweiter Knochenmarktransplantation / Stammzelltransfusion im selben Aufenthalt
00 ;O;A15B;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter < 16 Jahre oder bestimmte Entnahme oder Stammzellboost oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 Aufwandspunkte
00 ;O;A15C;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter > 15 Jahre, ohne bestimmte Entnahme, ohne Stammzellboost oder bei Plasmozytom, mit bestimmter Entnahme oder Stammzellboost oder IntK > 392 / 368 / 368 Punkte
00 ;O;A15D;Knochenmarktransplantation / Stammzelltransfusion, autogen, bei Plasmozytom, ohne bestimmte Entnahme, ohne Stammzellboost
00 ;O;A16A;Transplantation von Darm oder Pankreas
00 ;O;A16B;Injektion von Pankreasgewebe
00 ;O;A17A;Nierentransplantation mit postoperativem Versagen des Nierentransplantates oder Alter < 16 Jahre oder AB0-inkompatible Transplantation oder schwerste CC
00 ;O;A17B;Nierentransplantation ohne postoperatives Versagen des Nierentransplantates, Alter > 15 Jahre oder ohne AB0-inkompatible Transplantation, ohne schwerste CC
00 ;O;A18Z;Beatmung > 999 Stunden und Transplantation von Leber, Lunge, Herz und Knochenmark oder Stammzelltransfusion
00 ;O;A22Z;Korrektureingriff bei Doppelfehlbildung
00 ;O;A36A;Intensivmedizinische Komplexbehandlung > 980 / 1104 / 1656 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder intensivmedizinische Komplexbehandlung > 588 / 552 / 552 P. bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen
00 ;O;A36B;Intensivmedizinische Komplexbehandlung > 588 / 552 / 828 und < 981 / 1105 / 1657 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder komplizierende Konstellation bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen
00 ;O;A36C;Intensivmedizinische Komplexbehandlung > - / - / 552 und < - / - / 829 Aufwandspunkte bei bestimmten Krankheiten und Störungen
00 ;A;A42A;Stammzellentnahme bei Eigenspender mit Chemotherapie oder mit schwersten CC, Alter > 15 Jahre
00 ;A;A42B;Stammzellentnahme bei Eigenspender, Alter < 16 Jahre
00 ;A;A42C;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter > 15 Jahre, ohne schwerste CC
00 ;A;A43Z;Frührehabilitation bei Wachkoma und Locked-in-Syndrom
00 ;M;A60A;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, mit Entfernung eines Organtransplantates oder komplexer OR-Prozedur oder äußerst schweren CC
00 ;M;A60B;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, Alter < 16 Jahre
00 ;M;A60C;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, Alter > 15 Jahre
00 ;M;A60D;Versagen und Abstoßung eines Organtransplantates, ein Belegungstag
00 ;M;A61A;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, mit äußerst schweren CC
00 ;M;A61B;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, ohne äußerst schwere CC
00 ;M;A62Z;Evaluierungsaufenthalt vor Herztransplantation
00 ;M;A63Z;Evaluierungsaufenthalt vor Lungen- oder Herz-Lungen-Transplantation
00 ;M;A64Z;Evaluierungsaufenthalt vor Leber-, Dünndarm oder Nieren-Pankreas-Transplantation
00 ;M;A66Z;Evaluierungsaufenthalt vor anderer Organtransplantation
00 ;M;A69Z;Evaluierungsaufenthalt vor Organtransplantation ohne Aufnahme auf eine Warteliste
00 ;A;A90A;Teilstationäre geriatrische Komplexbehandlung, umfassende Behandlung
00 ;A;A90B;Teilstationäre geriatrische Komplexbehandlung, Basisbehandlung
01 ;O;B01Z;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Nervensystems
01 ;O;B02A;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mehr als 8 Bestrahlungen, bei bestimmter Neubildung oder mit schwersten CC, oder mit bestimmtem kompl. Eingriff bei Neubildung oder int. Komplexbeh. > 392 / 368 / - P., Alter < 6 J. oder mit schwersten CC
01 ;O;B02B;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mehr als 8 Bestrahlungen oder mit bestimmtem komplexen Eingriff bei Neubildung oder intensivmedizinischer Komplexbehandlung > 392 / 368 / - Aufwandspunkte
01 ;O;B02C;Komplexe Kraniotomie oder Wirbelsäulen-Operation, mit bestimmtem komplexen Eingriff außer bei Neubildung oder Alter < 6 Jahre oder mit bestimmtem Eingriff, Alter < 18 Jahre oder mit bestimmten komplizierenden Faktoren
01 ;O;B02D;Komplexe Kraniotomie oder Wirbelsäulen-Operation, ohne bestimmten komplexen Eingriff, Alter > 5 Jahre, ohne bestimmte komplizierende Faktoren
01 ;O;B03Z;Eingriffe an Wirbelsäule und Rückenmark bei bösartiger Neubildung oder mit schweren CC oder mit intraoperativem Monitoring od. Eingriffe bei zerebraler Lähmung, Muskeldystrophie, Neuropathie oder nicht akuter Para- / Tetraplegie mit äuß. schw. CC
01 ;O;B04A;Interventionelle oder beidseitige Eingriffe an den extrakraniellen Gefäßen mit äußerst schweren CC
01 ;O;B04B;Beidseitige Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC oder mehrzeitige Eingriffe an den extrakraniellen Gefäßen oder äußerst schwere CC
01 ;O;B04C;Interventionelle Eingriffe an den extrakraniellen Gefäßen, ohne mehrzeitige Eingriffe, ohne beidseitige Eingriffe, ohne äußerst schwere CC
01 ;O;B04D;Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC
01 ;O;B05Z;Dekompression bei Karpaltunnelsyndrom
01 ;O;B07Z;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems mit äußerst schweren CC oder komplizierender Diagnose
01 ;O;B09Z;Andere Eingriffe am Schädel
01 ;O;B11Z;Frührehabilitation mit bestimmter OR-Prozedur
01 ;O;B12Z;Implantation eines Herzschrittmachers bei Krankheiten und Störungen des Nervensystems oder perkutan-transluminale Gefäßintervention an Herz und Koronargefäßen
01 ;O;B13Z;Epilepsiechirurgie mit invasivem präoperativen Video-EEG
01 ;O;B15Z;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, mehr als 10 Bestrahlungen
01 ;O;B16Z;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, weniger als 11 Bestrahlungen
01 ;O;B17A;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, mit komplizierender Diagnose oder Implantation Ereignis-Rekorder
01 ;O;B17B;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, ohne komplizierende Diagnose, ohne Implantation Ereignis-Rekorder, mit komplexem Eingriff
01 ;O;B17C;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neurop., oh. kompl. Diagn., oh. Impl. Ereign.-Rek., ohne kompl. Eingr., Alt. < 19 J. od. m. schw. CC, Alt. > 15 J.
01 ;O;B17D;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, ohne kompl. Diagnose, ohne Impl. Ereign.-Rek., ohne schw. CC, Alt. > 18 J., mit mäßig kompl. Eingr.
01 ;O;B17E;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. Lähmung, Muskeldystrophie od. Neuropathie, ohne kompl. Diagnose, ohne mäßig kompl. od. kompl. Eingr., ohne äuß. schw. oder schw. CC, Alter > 18 J.
01 ;O;B18Z;Eingriffe an Wirbelsäule und Rückenmark außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC oder Revision eines Ventrikelshuntes oder operative Eingriffe bei nicht akuter Para- / Tetraplegie
01 ;O;B20A;Kraniotomie oder große Wirbelsäulen-Operation mit bestimmter komplexer Prozedur, Alter < 16 Jahre
01 ;O;B20B;Kraniotomie oder große Wirbelsäulen-Operation mit komplexer Prozedur, Alter > 15 Jahre oder ohne bestimmte komplexe Prozedur, mit intraoperativem neurophysiologischen Monitoring oder komplexer Diagnose
01 ;O;B20C;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter < 3 Jahre oder Alter < 18 Jahre mit großem intrakraniellen Eingriff
01 ;O;B20D;Kraniotomie oder große Wirbelsäulen-Operation mit komplexer Prozedur, Alter > 15 Jahre oder ohne bestimmte komplexe Prozedur, ohne intraoperatives neurophysiologisches Monitoring, ohne komplexe Diagnose
01 ;O;B20E;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter > 2 Jahre, mit komplexer Diagnose oder bestimmtem Eingriff bei Trigeminusneuralgie
01 ;O;B20F;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter > 2 Jahre, ohne komplexe Diagnose, ohne bestimmten Eingriff bei Trigeminusneuralgie
01 ;O;B21A;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, mit Sondenimplantation
01 ;O;B21B;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, ohne Sondenimplantation
01 ;O;B36A;Intensivmedizinische Komplexbehandlung > 1764 / 1656 / 1656 Aufwandspunkte oder > 1176 / 1104 / 1104 Aufwandspunkte mit bestimmter OR-Prozedur bei Krankheiten und Störungen des Nervensystems
01 ;O;B36B;Intensivmedizinische Komplexbehandlung > 1176 / 1104 / 1104 Aufwandspunkte ohne bestimmte OR-Prozedur oder > 588 / 552 / 552 Punkte mit bestimmter OR-Prozedur bei Krankheiten und Störungen des Nervensystems oder bestimmte hochaufwendige Implantate
01 ;O;B39A;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, mehr als 72 Stunden mit komplexem Eingriff oder mit komplizierender Konstellation oder intensivmedizinischer Komplexbehandlung > 392 / 368 / - Aufwandspunkte
01 ;O;B39B;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, bis 72 Stunden mit komplexem Eingriff, oder mehr als 72 Stunden, ohne kompl. Eingr., ohne kompliz. Konst., ohne intensivmed. Komplexbehandlung > 392 / 368 / - Punkte
01 ;O;B39C;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, bis 72 Stunden, ohne komplexen Eingriff, ohne komplizierende Konstellation, ohne intensivmedizinische Komplexbehandlung > 392 / 368 / - Aufwandspunkte
01 ;A;B42A;Frührehabilitation bei Krankheiten und Störungen des Nervensystems bis 27 Tage mit neurologischer Komplexbehandlung des akuten Schlaganfalls oder fachübergreifende u. andere Frührehabilitation mit neurologischer Komplexbehandlung des akuten Schlaganfalls
01 ;A;B42B;Frührehabilitation bei Krankheiten und Störungen des Nervensystems bis 27 Tage ohne neurologische Komplexbehandlung des akuten Schlaganfalls
01 ;A;B43Z;Frührehabilitation bei Krankheiten und Störungen des Nervensystems, mehr als 27 Tage
01 ;A;B44A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems mit schwerer motorischer Funktionseinschränkung, mit neurologischer Komplexbehandlung des akuten Schlaganfalls
01 ;A;B44B;Geriatrische frührehab. Komplexbehandlung bei Krankh. u. Stör. d. Nervensyst. m. schw. mot. Funktionseinschr., mit and. neurolog. Komplexbeh. d. akuten Schlaganfalls od. oh. schw. mot. Funktionseinschr., m. neurolog. Komplexbeh. d. akuten Schlaganfalls
01 ;A;B44C;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems mit schwerer motorischer Funktionseinschränkung oder ohne schwere mot. Funktionseinschränkung, mit anderer neurolog. Komplexbeh. des akuten Schlaganfalls
01 ;A;B44D;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems ohne schwere motorische Funktionseinschränkung, ohne Komplexbehandlung des akuten Schlaganfalls
01 ;A;B46Z;Sozial- und neuropädiatrische und pädiatrisch-psychosomatische Therapie bei Krankheiten und Störungen des Nervensystems
01 ;A;B47A;Multimodale Schmerztherapie bei Krankheiten und Störungen des Nervensystems, mindestens 14 Behandlungstage
01 ;A;B47B;Multimodale Schmerztherapie bei Krankheiten und Störungen des Nervensystems, weniger als 14 Behandlungstage
01 ;A;B48Z;Frührehabilitation bei Multipler Sklerose und zerebellarer Ataxie, nicht akuter Para- / Tetraplegie oder anderen neurologischen Erkrankungen
01 ;A;B49Z;Multimodale Komplexbehandlung bei Morbus Parkinson
01 ;M;B60A;Nicht akute Paraplegie / Tetraplegie, mehr als ein Belegungstag
01 ;M;B60B;Nicht akute Paraplegie / Tetraplegie, ein Belegungstag
01 ;M;B61A;Bestimmte akute Erkrankungen und Verletzungen des Rückenmarks mit komplexem Eingriff, weniger als 14 Belegungstage, wegverlegt
01 ;M;B61B;Bestimmte akute Erkrankungen und Verletzungen des Rückenmarks ohne komplexen Eingriff oder mehr als 13 Belegungstage oder nicht wegverlegt
01 ;M;B63Z;Demenz und andere chronische Störungen der Hirnfunktion
01 ;M;B64Z;Delirium
01 ;M;B66A;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter < 10 Jahre oder mit komplizierender Konstellation
01 ;M;B66B;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter > 9 Jahre, ohne komplizierende Konstellation
01 ;M;B66C;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter < 16 Jahre
01 ;M;B66D;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter > 15 Jahre
01 ;M;B67A;Morbus Parkinson mit äußerst schweren CC oder schwerster Beeinträchtigung
01 ;M;B67B;Morbus Parkinson ohne äußerst schwere CC, ohne schwerste Beeinträchtigung
01 ;M;B68A;Multiple Sklerose und zerebellare Ataxie mit äußerst schweren CC, mehr als ein Belegungstag
01 ;M;B68B;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter < 16 Jahre
01 ;M;B68C;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter > 15 Jahre, mit komplexer Diagnose
01 ;M;B68D;Multiple Sklerose und zerebellare Ataxie, ein Belegungstag oder ohne äußerst schwere CC, Alter > 15 Jahre, ohne komplexe Diagnose
01 ;M;B69A;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, mehr als 72 Stunden
01 ;M;B69B;Transitorische ischämische Attacke (TIA) und extrakranielle Gefäßverschlüsse mit neurologischer Komplexbehandlung des akuten Schlaganfalls, bis 72 Stunden, mit äußerst schweren CC
