IC_Code;IC_Text;IC_CodeF;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
12754;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie, Druckmessung in der Aorta und Aortenbogendarstellung;1-275.4;0;0;1
12755;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie von Bypassgefäßen;1-275.5;0;0;1
12756;Transarterielle Linksherz-Katheteruntersuchung: Ventrikulographie mit Druckmessung im linken Ventrikel und Aortenbogendarstellung;1-275.6;0;0;1
1275x;Transarterielle Linksherz-Katheteruntersuchung: Sonstige;1-275.x;0;0;1
12760;Angiokardiographie als selbständige Maßnahme: Pulmonalisangiographie;1-276.0;0;0;1
12761;Angiokardiographie als selbständige Maßnahme: Aortographie;1-276.1;0;0;1
127620;Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Rechter Ventrikel;1-276.20;0;0;1
127621;Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Linker Ventrikel;1-276.21;0;0;1
127622;Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Rechter und linker Ventrikel;1-276.22;0;0;1
1276x;Angiokardiographie als selbständige Maßnahme: Sonstige;1-276.x;0;0;1
1276y;Angiokardiographie als selbständige Maßnahme: N.n.bez.;1-276.y;0;0;1
12770;Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Ohne Duktusabhängigkeit;1-277.0;0;0;1
12771;Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Mit duktusabhängigem Blutfluss im Lungenkreislauf;1-277.1;0;0;1
1277x;Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Sonstige;1-277.x;0;0;1
12790;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Bestimmung des Herzvolumens und der Austreibungsfraktion;1-279.0;0;0;1
12791;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Quantitative regionale Funktionsanalyse;1-279.1;0;0;1
12796;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung des Ductus arteriosus Botalli;1-279.6;0;0;1
12797;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung eines operativ angelegten Shuntes;1-279.7;0;0;1
12798;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung von Kollateralgefäßen;1-279.8;0;0;1
1279a;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Koronarangiographie mit intrakoronarer Druckmessung;1-279.a;0;0;1
1279x;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sonstige;1-279.x;0;0;1
1279y;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: N.n.bez.;1-279.y;0;0;1
1313;Ösophagusmanometrie;1-313;0;0;1
1315;Anorektale Manometrie;1-315;0;0;1
13160;pH-Metrie des Ösophagus: Einfach;1-316.0;0;0;1
131610;pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Ohne Langzeit-Impedanzmessung;1-316.10;0;0;1
131611;pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Mit Langzeit-Impedanzmessung;1-316.11;0;0;1
13170;pH-Metrie des Magens: Einfach;1-317.0;0;0;1
13171;pH-Metrie des Magens: Langzeit-pH-Metrie;1-317.1;0;0;1
13340;Urodynamische Untersuchung: Urodynamische Untersuchung mit gleichzeitiger Anwendung elektrophysiologischer Methoden;1-334.0;0;0;1
13341;Urodynamische Untersuchung: Blasendruckmessung;1-334.1;0;0;1
13342;Urodynamische Untersuchung: Video-Urodynamik;1-334.2;0;0;1
1334x;Urodynamische Untersuchung: Sonstige;1-334.x;0;0;1
1334y;Urodynamische Untersuchung: N.n.bez.;1-334.y;0;0;1
1335;Messung des Urethradruckprofils;1-335;0;0;1
1336;Harnröhrenkalibrierung;1-336;0;0;1
14010;Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Großhirn;1-401.0;0;0;1
14062;Perkutane (Nadel-)Biopsie an endokrinen Organen: Schilddrüse;1-406.2;0;0;1
14072;Perkutane Biopsie an endokrinen Organen mit Steuerung durch bildgebende Verfahren: Schilddrüse;1-407.2;0;0;1
14075;Perkutane Biopsie an endokrinen Organen mit Steuerung durch bildgebende Verfahren: Nebenniere;1-407.5;0;0;1
14080;Endosonographische Biopsie an endokrinen Organen: Nebenniere;1-408.0;0;0;1
1410;Biopsie ohne Inzision an der Ohrmuschel;1-410;0;0;1
1411;Biopsie ohne Inzision am äußeren Gehörgang durch Otoskopie;1-411;0;0;1
14120;Biopsie ohne Inzision an Augenlid und Augenbraue: Augenlid;1-412.0;0;0;1
14130;Biopsie ohne Inzision an Konjunktiva und Kornea: Konjunktiva;1-413.0;0;0;1
14131;Biopsie ohne Inzision an Konjunktiva und Kornea: Kornea;1-413.1;0;0;1
14140;Biopsie ohne Inzision an der Nase: Naseninnenraum;1-414.0;0;0;1
14141;Biopsie ohne Inzision an der Nase: Nasennebenhöhlen;1-414.1;0;0;1
1414x;Biopsie ohne Inzision an der Nase: Sonstige;1-414.x;0;0;1
1415;Biopsie ohne Inzision an der Gesichtshaut;1-415;0;0;1
14200;Biopsie ohne Inzision an Mund und Mundhöhle: Lippe;1-420.0;0;0;1
14201;Biopsie ohne Inzision an Mund und Mundhöhle: Zunge;1-420.1;0;0;1
14202;Biopsie ohne Inzision an Mund und Mundhöhle: Gaumen;1-420.2;0;0;1
14203;Biopsie ohne Inzision an Mund und Mundhöhle: Gingiva;1-420.3;0;0;1
14204;Biopsie ohne Inzision an Mund und Mundhöhle: Alveolarkamm;1-420.4;0;0;1
14205;Biopsie ohne Inzision an Mund und Mundhöhle: Wangenschleimhaut;1-420.5;0;0;1
14206;Biopsie ohne Inzision an Mund und Mundhöhle: Mundboden;1-420.6;0;0;1
14207;Biopsie ohne Inzision an Mund und Mundhöhle: Speicheldrüse und Speicheldrüsenausführungsgang;1-420.7;0;0;1
1420x;Biopsie ohne Inzision an Mund und Mundhöhle: Sonstige;1-420.x;0;0;1
1420y;Biopsie ohne Inzision an Mund und Mundhöhle: N.n.bez.;1-420.y;0;0;1
14210;Biopsie ohne Inzision am Larynx: Supraglottis;1-421.0;0;0;1
14211;Biopsie ohne Inzision am Larynx: Glottis;1-421.1;0;0;1
14212;Biopsie ohne Inzision am Larynx: Subglottis;1-421.2;0;0;1
1421x;Biopsie ohne Inzision am Larynx: Sonstige;1-421.x;0;0;1
1421y;Biopsie ohne Inzision am Larynx: N.n.bez.;1-421.y;0;0;1
142200;Biopsie ohne Inzision am Pharynx: Oropharynx: Uvula;1-422.00;0;0;1
142201;Biopsie ohne Inzision am Pharynx: Oropharynx: Tonsillen;1-422.01;0;0;1
14220x;Biopsie ohne Inzision am Pharynx: Oropharynx: Sonstige;1-422.0x;0;0;1
14221;Biopsie ohne Inzision am Pharynx: Hypopharynx;1-422.1;0;0;1
14222;Biopsie ohne Inzision am Pharynx: Nasopharynx;1-422.2;0;0;1
1422x;Biopsie ohne Inzision am Pharynx: Sonstige;1-422.x;0;0;1
1422y;Biopsie ohne Inzision am Pharynx: N.n.bez.;1-422.y;0;0;1
1424;Biopsie ohne Inzision am Knochenmark;1-424;0;0;1
14250;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, zervikal;1-425.0;0;0;1
14251;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, supraklavikulär (Virchow-Drüse);1-425.1;0;0;1
14252;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, axillär;1-425.2;0;0;1
14253;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, mediastinal;1-425.3;0;0;1
14254;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, paraaortal;1-425.4;0;0;1
14257;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, inguinal;1-425.7;0;0;1
14258;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Milz;1-425.8;0;0;1
1425x;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Sonstige;1-425.x;0;0;1
14260;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, zervikal;1-426.0;0;0;1
14261;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, supraklavikulär (Virchow-Drüse);1-426.1;0;0;1
14262;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, axillär;1-426.2;0;0;1
14263;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, mediastinal;1-426.3;0;0;1
14264;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, paraaortal;1-426.4;0;0;1
14265;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, iliakal;1-426.5;0;0;1
14266;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, pelvin;1-426.6;0;0;1
14267;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, inguinal;1-426.7;0;0;1
1426x;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Sonstige;1-426.x;0;0;1
14300;Endoskopische Biopsie an respiratorischen Organen: Trachea;1-430.0;0;0;1
14301;Endoskopische Biopsie an respiratorischen Organen: Bronchus;1-430.1;0;0;1
14302;Endoskopische Biopsie an respiratorischen Organen: Lunge;1-430.2;0;0;1
14303;Endoskopische Biopsie an respiratorischen Organen: Stufenbiopsie;1-430.3;0;0;1
1430x;Endoskopische Biopsie an respiratorischen Organen: Sonstige;1-430.x;0;0;1
14310;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Lunge;1-431.0;0;0;1
14311;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Pleura;1-431.1;0;0;1
143200;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Feinnadelaspiration;1-432.00;0;0;1
143201;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Stanzbiopsie ohne Clip-Markierung der Biopsieregion;1-432.01;0;0;1
143202;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Stanzbiopsie mit Clip-Markierung der Biopsieregion;1-432.02;0;0;1
14321;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Pleura;1-432.1;0;0;1
1432x;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Sonstige;1-432.x;0;0;1
14406;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Gallengänge;1-440.6;0;0;1
14407;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Sphincter Oddi und Papilla duodeni major;1-440.7;0;0;1
14408;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Pankreas;1-440.8;0;0;1
14409;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Stufenbiopsie am oberen Verdauungstrakt;1-440.9;0;0;1
1440a;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: 1 bis 5 Biopsien am oberen Verdauungstrakt;1-440.a;0;0;1
1440x;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Sonstige;1-440.x;0;0;1
1440y;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: N.n.bez.;1-440.y;0;0;1
14410;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Leber;1-441.0;0;0;1
14412;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Pankreas;1-441.2;0;0;1
14420;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Leber;1-442.0;0;0;1
14422;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Pankreas;1-442.2;0;0;1
14423;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Gallengänge;1-442.3;0;0;1
1442x;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Sonstige;1-442.x;0;0;1
14446;Endoskopische Biopsie am unteren Verdauungstrakt: Stufenbiopsie;1-444.6;0;0;1
14447;Endoskopische Biopsie am unteren Verdauungstrakt: 1 bis 5 Biopsien;1-444.7;0;0;1
1444x;Endoskopische Biopsie am unteren Verdauungstrakt: Sonstige;1-444.x;0;0;1
1445;Endosonographische Feinnadelpunktion am oberen Verdauungstrakt;1-445;0;0;1
1446;Endosonographische Feinnadelpunktion am unteren Verdauungstrakt;1-446;0;0;1
1447;Endosonographische Feinnadelpunktion am Pankreas;1-447;0;0;1
14490;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Analkanal;1-449.0;0;0;1
1449x;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Sonstige;1-449.x;0;0;1
14600;Transurethrale Biopsie an Harnorganen und Prostata: Nierenbecken;1-460.0;0;0;1
14601;Transurethrale Biopsie an Harnorganen und Prostata: Ureter;1-460.1;0;0;1
14602;Transurethrale Biopsie an Harnorganen und Prostata: Harnblase;1-460.2;0;0;1
14603;Transurethrale Biopsie an Harnorganen und Prostata: Urethra;1-460.3;0;0;1
14604;Transurethrale Biopsie an Harnorganen und Prostata: Prostata;1-460.4;0;0;1
14605;Transurethrale Biopsie an Harnorganen und Prostata: Stufenbiopsie;1-460.5;0;0;1
14630;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Niere;1-463.0;0;0;1
14631;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Prostata;1-463.1;0;0;1
14633;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Penis;1-463.3;0;0;1
14634;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Hoden;1-463.4;0;0;1
146400;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: Weniger als 20 Zylinder;1-464.00;0;0;1
146401;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: 20 und mehr Zylinder;1-464.01;0;0;1
1464x;Transrektale Biopsie an männlichen Geschlechtsorganen: Sonstige;1-464.x;0;0;1
14650;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Niere;1-465.0;0;0;1
14651;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Prostata;1-465.1;0;0;1
14658;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Stufenbiopsie;1-465.8;0;0;1
14704;Perkutane (Nadel-)Biopsie an weiblichen Geschlechtsorganen: Vagina;1-470.4;0;0;1
14705;Perkutane (Nadel-)Biopsie an weiblichen Geschlechtsorganen: Vulva;1-470.5;0;0;1
14710;Biopsie ohne Inzision am Endometrium: Diagnostische Mikrokürettage (Strichkürettage);1-471.0;0;0;1
14711;Biopsie ohne Inzision am Endometrium: Diagnostische Aspirationskürettage;1-471.1;0;0;1
14712;Biopsie ohne Inzision am Endometrium: Diagnostische fraktionierte Kürettage;1-471.2;0;0;1
14720;Biopsie ohne Inzision an der Cervix uteri: Zervixabrasio;1-472.0;0;0;1
1472x;Biopsie ohne Inzision an der Cervix uteri: Sonstige;1-472.x;0;0;1
14804;Perkutane (Nadel-)Biopsie an Knochen: Wirbelsäule;1-480.4;0;0;1
14805;Perkutane (Nadel-)Biopsie an Knochen: Becken;1-480.5;0;0;1
14810;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Skapula, Klavikula, Rippen und Sternum;1-481.0;0;0;1
14814;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Wirbelsäule;1-481.4;0;0;1
14815;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Becken;1-481.5;0;0;1
14821;Arthroskopische Biopsie an Gelenken: Schultergelenk;1-482.1;0;0;1
14824;Arthroskopische Biopsie an Gelenken: Ellenbogengelenk;1-482.4;0;0;1
14825;Arthroskopische Biopsie an Gelenken: Handgelenk;1-482.5;0;0;1
14826;Arthroskopische Biopsie an Gelenken: Hüftgelenk;1-482.6;0;0;1
14827;Arthroskopische Biopsie an Gelenken: Kniegelenk;1-482.7;0;0;1
14828;Arthroskopische Biopsie an Gelenken: Oberes Sprunggelenk;1-482.8;0;0;1
14900;Biopsie ohne Inzision an Haut und Unterhaut: Hals;1-490.0;0;0;1
14901;Biopsie ohne Inzision an Haut und Unterhaut: Schulterregion;1-490.1;0;0;1
14902;Biopsie ohne Inzision an Haut und Unterhaut: Oberarm und Ellenbogen;1-490.2;0;0;1
14903;Biopsie ohne Inzision an Haut und Unterhaut: Unterarm und Hand;1-490.3;0;0;1
14904;Biopsie ohne Inzision an Haut und Unterhaut: Rumpf;1-490.4;0;0;1
14905;Biopsie ohne Inzision an Haut und Unterhaut: Oberschenkel;1-490.5;0;0;1
14906;Biopsie ohne Inzision an Haut und Unterhaut: Unterschenkel;1-490.6;0;0;1
14907;Biopsie ohne Inzision an Haut und Unterhaut: Fuß;1-490.7;0;0;1
1490x;Biopsie ohne Inzision an Haut und Unterhaut: Sonstige;1-490.x;0;0;1
1490y;Biopsie ohne Inzision an Haut und Unterhaut: N.n.bez.;1-490.y;0;0;1
14924;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: Rumpf;1-492.4;0;0;1
14925;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: Oberschenkel;1-492.5;0;0;1
14930;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Myokard;1-493.0;0;0;1
14932;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Mediastinum;1-493.2;0;0;1
149330;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Mamma: Durch Feinnadelaspiration;1-493.30;0;0;1
149331;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Mamma: Durch Stanzbiopsie ohne Clip-Markierung der Biopsieregion;1-493.31;0;0;1
149332;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Mamma: Durch Stanzbiopsie mit Clip-Markierung der Biopsieregion;1-493.32;0;0;1
14935;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Bauchwand;1-493.5;0;0;1
14936;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Peritoneum;1-493.6;0;0;1
14938;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Retroperitoneales Gewebe;1-493.8;0;0;1
