IC_CodeF;IC_Text;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
1-265.d;Elektrophysiologische Untersuchung des Herzens, kathetergestützt: Bei Zustand nach Herztransplantation;0;0;1
1-265.e;Elektrophysiologische Untersuchung des Herzens, kathetergestützt: Bei Vorhofflimmern;0;0;1
1-265.f;Elektrophysiologische Untersuchung des Herzens, kathetergestützt: Bei Vorhofflattern;0;0;1
1-265.x;Elektrophysiologische Untersuchung des Herzens, kathetergestützt: Sonstige;0;0;1
1-265.y;Elektrophysiologische Untersuchung des Herzens, kathetergestützt: N.n.bez.;0;0;1
1-266.0;Elektrophysiologische Untersuchung des Herzens, nicht kathetergestützt: Bei implantiertem Schrittmacher;0;0;1
1-266.1;Elektrophysiologische Untersuchung des Herzens, nicht kathetergestützt: Bei implantiertem Kardioverter/Defibrillator (ICD);0;0;1
1-266.2;Elektrophysiologische Untersuchung des Herzens, nicht kathetergestützt: Kipptisch-Untersuchung zur Abklärung von Synkopen;0;0;1
1-266.3;Elektrophysiologische Untersuchung des Herzens, nicht kathetergestützt: Medikamentöser Provokationstest (zur Erkennung von Arrhythmien);0;0;1
1-266.x;Elektrophysiologische Untersuchung des Herzens, nicht kathetergestützt: Sonstige;0;0;1
1-268.0;Kardiales Mapping: Rechter Vorhof;0;0;1
1-268.1;Kardiales Mapping: Linker Vorhof;0;0;1
1-268.3;Kardiales Mapping: Rechter Ventrikel;0;0;1
1-268.4;Kardiales Mapping: Linker Ventrikel;0;0;1
1-268.x;Kardiales Mapping: Sonstige;0;0;1
1-268.y;Kardiales Mapping: N.n.bez.;0;0;1
1-269;Magnetokardiographie;0;0;1
1-273.1;Rechtsherz-Katheteruntersuchung: Oxymetrie;0;0;1
1-273.2;Rechtsherz-Katheteruntersuchung: Druckmessung mit Messung des Shuntvolumens;0;0;1
1-273.5;Rechtsherz-Katheteruntersuchung: Messung der pulmonalen Flussreserve;0;0;1
1-273.6;Rechtsherz-Katheteruntersuchung: Messung des Lungenwassers;0;0;1
1-273.x;Rechtsherz-Katheteruntersuchung: Sonstige;0;0;1
1-273.y;Rechtsherz-Katheteruntersuchung: N.n.bez.;0;0;1
1-274.0;Transseptale Linksherz-Katheteruntersuchung: Druckmessung;0;0;1
1-274.1;Transseptale Linksherz-Katheteruntersuchung: Oxymetrie;0;0;1
1-274.2;Transseptale Linksherz-Katheteruntersuchung: Druckmessung mit Messung des Shuntvolumens;0;0;1
1-274.3;Transseptale Linksherz-Katheteruntersuchung: Sondierung des Vorhofseptums;0;0;1
1-274.4;Transseptale Linksherz-Katheteruntersuchung: Sondierung des Ventrikelseptums;0;0;1
1-274.x;Transseptale Linksherz-Katheteruntersuchung: Sonstige;0;0;1
1-275.0;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie ohne weitere Maßnahmen;0;0;1
1-275.1;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie und Druckmessung im linken Ventrikel;0;0;1
1-275.2;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie, Druckmessung und Ventrikulographie im linken Ventrikel;0;0;1
1-275.3;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie, Druckmessung und Ventrikulographie im linken Ventrikel, Druckmessung in der Aorta und Aortenbogendarstellung;0;0;1
1-275.4;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie, Druckmessung in der Aorta und Aortenbogendarstellung;0;0;1
1-275.5;Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie von Bypassgefäßen;0;0;1
1-275.6;Transarterielle Linksherz-Katheteruntersuchung: Ventrikulographie mit Druckmessung im linken Ventrikel und Aortenbogendarstellung;0;0;1
1-275.x;Transarterielle Linksherz-Katheteruntersuchung: Sonstige;0;0;1
1-276.0;Angiokardiographie als selbständige Maßnahme: Pulmonalisangiographie;0;0;1
1-276.1;Angiokardiographie als selbständige Maßnahme: Aortographie;0;0;1
1-276.20;Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Rechter Ventrikel;0;0;1
1-276.21;Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Linker Ventrikel;0;0;1
1-276.22;Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Rechter und linker Ventrikel;0;0;1
1-276.x;Angiokardiographie als selbständige Maßnahme: Sonstige;0;0;1
1-276.y;Angiokardiographie als selbständige Maßnahme: N.n.bez.;0;0;1
1-277.0;Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Ohne Duktusabhängigkeit;0;0;1
1-277.1;Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Mit duktusabhängigem Blutfluss im Lungenkreislauf;0;0;1
1-277.x;Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Sonstige;0;0;1
1-279.0;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Bestimmung des Herzvolumens und der Austreibungsfraktion;0;0;1
1-279.1;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Quantitative regionale Funktionsanalyse;0;0;1
1-279.51;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Intrakardiale Kontraktionsanalyse: Mit einem Druck und Kontraktilität messenden Dopplerdraht (DPDT);0;0;1
1-279.6;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung des Ductus arteriosus Botalli;0;0;1
1-279.7;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung eines operativ angelegten Shuntes;0;0;1
1-279.8;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung von Kollateralgefäßen;0;0;1
1-279.a;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Koronarangiographie mit intrakoronarer Druckmessung;0;0;1
1-279.x;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sonstige;0;0;1
1-279.y;Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: N.n.bez.;0;0;1
1-313;Ösophagusmanometrie;0;0;1
1-315;Anorektale Manometrie;0;0;1
1-316.0;pH-Metrie des Ösophagus: Einfach;0;0;1
1-316.10;pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Ohne Langzeit-Impedanzmessung;0;0;1
1-316.11;pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Mit Langzeit-Impedanzmessung;0;0;1
1-316.x;pH-Metrie des Ösophagus: Sonstige;0;0;1
1-317.0;pH-Metrie des Magens: Einfach;0;0;1
1-317.1;pH-Metrie des Magens: Langzeit-pH-Metrie;0;0;1
1-334.0;Urodynamische Untersuchung: Urodynamische Untersuchung mit gleichzeitiger Anwendung elektrophysiologischer Methoden;0;0;1
1-334.1;Urodynamische Untersuchung: Blasendruckmessung;0;0;1
1-334.2;Urodynamische Untersuchung: Video-Urodynamik;0;0;1
1-334.x;Urodynamische Untersuchung: Sonstige;0;0;1
1-335;Messung des Urethradruckprofils;0;0;1
1-336;Harnröhrenkalibrierung;0;0;1
1-405.8;Perkutane (Nadel-)Biopsie an peripheren Nerven: Nerven Bein;0;0;1
1-406.2;Perkutane (Nadel-)Biopsie an endokrinen Organen: Schilddrüse;0;0;1
1-407.2;Perkutane Biopsie an endokrinen Organen mit Steuerung durch bildgebende Verfahren: Schilddrüse;0;0;1
1-407.5;Perkutane Biopsie an endokrinen Organen mit Steuerung durch bildgebende Verfahren: Nebenniere;0;0;1
1-408.0;Endosonographische Biopsie an endokrinen Organen: Nebenniere;0;0;1
1-410;Biopsie ohne Inzision an der Ohrmuschel;0;0;1
1-411;Biopsie ohne Inzision am äußeren Gehörgang durch Otoskopie;0;0;1
1-412.0;Biopsie ohne Inzision an Augenlid und Augenbraue: Augenlid;0;0;1
1-412.1;Biopsie ohne Inzision an Augenlid und Augenbraue: Augenbraue;0;0;1
1-413.0;Biopsie ohne Inzision an Konjunktiva und Kornea: Konjunktiva;0;0;1
1-413.1;Biopsie ohne Inzision an Konjunktiva und Kornea: Kornea;0;0;1
1-414.0;Biopsie ohne Inzision an der Nase: Naseninnenraum;0;0;1
1-414.1;Biopsie ohne Inzision an der Nase: Nasennebenhöhlen;0;0;1
1-414.x;Biopsie ohne Inzision an der Nase: Sonstige;0;0;1
1-415;Biopsie ohne Inzision an der Gesichtshaut;0;0;1
1-420.0;Biopsie ohne Inzision an Mund und Mundhöhle: Lippe;0;0;1
1-420.1;Biopsie ohne Inzision an Mund und Mundhöhle: Zunge;0;0;1
1-420.2;Biopsie ohne Inzision an Mund und Mundhöhle: Gaumen;0;0;1
1-420.3;Biopsie ohne Inzision an Mund und Mundhöhle: Gingiva;0;0;1
1-420.4;Biopsie ohne Inzision an Mund und Mundhöhle: Alveolarkamm;0;0;1
1-420.5;Biopsie ohne Inzision an Mund und Mundhöhle: Wangenschleimhaut;0;0;1
1-420.6;Biopsie ohne Inzision an Mund und Mundhöhle: Mundboden;0;0;1
1-420.7;Biopsie ohne Inzision an Mund und Mundhöhle: Speicheldrüse und Speicheldrüsenausführungsgang;0;0;1
1-420.x;Biopsie ohne Inzision an Mund und Mundhöhle: Sonstige;0;0;1
1-421.0;Biopsie ohne Inzision am Larynx: Supraglottis;0;0;1
1-421.1;Biopsie ohne Inzision am Larynx: Glottis;0;0;1
1-421.2;Biopsie ohne Inzision am Larynx: Subglottis;0;0;1
1-421.x;Biopsie ohne Inzision am Larynx: Sonstige;0;0;1
1-421.y;Biopsie ohne Inzision am Larynx: N.n.bez.;0;0;1
1-422.00;Biopsie ohne Inzision am Pharynx: Oropharynx: Uvula;0;0;1
1-422.01;Biopsie ohne Inzision am Pharynx: Oropharynx: Tonsillen;0;0;1
1-422.0x;Biopsie ohne Inzision am Pharynx: Oropharynx: Sonstige;0;0;1
1-422.1;Biopsie ohne Inzision am Pharynx: Hypopharynx;0;0;1
1-422.2;Biopsie ohne Inzision am Pharynx: Nasopharynx;0;0;1
1-422.x;Biopsie ohne Inzision am Pharynx: Sonstige;0;0;1
1-422.y;Biopsie ohne Inzision am Pharynx: N.n.bez.;0;0;1
1-424;Biopsie ohne Inzision am Knochenmark;0;0;1
1-425.0;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, zervikal;0;0;1
1-425.1;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, supraklavikulär (Virchow-Drüse);0;0;1
1-425.2;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, axillär;0;0;1
1-425.3;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, mediastinal;0;0;1
1-425.4;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, paraaortal;0;0;1
1-425.7;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Lymphknoten, inguinal;0;0;1
1-425.x;(Perkutane) (Nadel-)Biopsie an Lymphknoten, Milz und Thymus: Sonstige;0;0;1
1-426.0;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, zervikal;0;0;1
1-426.1;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, supraklavikulär (Virchow-Drüse);0;0;1
1-426.2;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, axillär;0;0;1
1-426.3;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, mediastinal;0;0;1
1-426.4;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, paraaortal;0;0;1
1-426.5;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, iliakal;0;0;1
1-426.6;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, pelvin;0;0;1
1-426.7;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Lymphknoten, inguinal;0;0;1
1-426.8;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Milz;0;0;1
1-426.x;(Perkutane) Biopsie an Lymphknoten, Milz und Thymus mit Steuerung durch bildgebende Verfahren: Sonstige;0;0;1
1-430.0;Endoskopische Biopsie an respiratorischen Organen: Trachea;0;0;1
1-430.1;Endoskopische Biopsie an respiratorischen Organen: Bronchus;0;0;1
1-430.2;Endoskopische Biopsie an respiratorischen Organen: Lunge;0;0;1
1-430.3;Endoskopische Biopsie an respiratorischen Organen: Stufenbiopsie;0;0;1
1-430.x;Endoskopische Biopsie an respiratorischen Organen: Sonstige;0;0;1
1-430.y;Endoskopische Biopsie an respiratorischen Organen: N.n.bez.;0;0;1
1-431.0;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Lunge;0;0;1
1-431.1;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Pleura;0;0;1
1-432.00;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Feinnadelaspiration;0;0;1
1-432.01;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Stanzbiopsie ohne Clip-Markierung der Biopsieregion;0;0;1
1-432.02;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Stanzbiopsie mit Clip-Markierung der Biopsieregion;0;0;1
1-432.1;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Pleura;0;0;1
1-432.x;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Sonstige;0;0;1
1-440.6;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Gallengänge;0;0;1
1-440.7;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Sphincter Oddi und Papilla duodeni major;0;0;1
1-440.8;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Pankreas;0;0;1
1-440.9;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Stufenbiopsie am oberen Verdauungstrakt;0;0;1
1-440.a;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: 1 bis 5 Biopsien am oberen Verdauungstrakt;0;0;1
1-440.x;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: Sonstige;0;0;1
1-440.y;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: N.n.bez.;0;0;1
1-441.0;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Leber;0;0;1
1-441.2;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Pankreas;0;0;1
1-442.0;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Leber;0;0;1
1-442.1;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Gallenblase;0;0;1
1-442.2;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Pankreas;0;0;1
1-442.x;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Sonstige;0;0;1
1-444.6;Endoskopische Biopsie am unteren Verdauungstrakt: Stufenbiopsie;0;0;1
1-444.7;Endoskopische Biopsie am unteren Verdauungstrakt: 1 bis 5 Biopsien;0;0;1
1-444.x;Endoskopische Biopsie am unteren Verdauungstrakt: Sonstige;0;0;1
1-445;Endosonographische Feinnadelpunktion am oberen Verdauungstrakt;0;0;1
1-446;Endosonographische Feinnadelpunktion am unteren Verdauungstrakt;0;0;1
1-447;Endosonographische Feinnadelpunktion am Pankreas;0;0;1
1-449.0;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Analkanal;0;0;1
1-449.1;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Analrand;0;0;1
1-449.2;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Perianalregion;0;0;1
1-449.x;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Sonstige;0;0;1
1-460.0;Transurethrale Biopsie an Harnorganen und Prostata: Nierenbecken;0;0;1
1-460.1;Transurethrale Biopsie an Harnorganen und Prostata: Ureter;0;0;1
1-460.2;Transurethrale Biopsie an Harnorganen und Prostata: Harnblase;0;0;1
1-460.3;Transurethrale Biopsie an Harnorganen und Prostata: Urethra;0;0;1
1-460.4;Transurethrale Biopsie an Harnorganen und Prostata: Prostata;0;0;1
1-460.5;Transurethrale Biopsie an Harnorganen und Prostata: Stufenbiopsie;0;0;1
1-461.1;Perkutan-nephroskopische Biopsie an Harnorganen: Ureter;0;0;1
1-462.2;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: Harnblase;0;0;1
1-463.0;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Niere;0;0;1
1-463.1;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Prostata;0;0;1
1-463.4;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Hoden;0;0;1
1-463.x;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Geschlechtsorganen: Sonstige;0;0;1
1-464.00;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: Weniger als 20 Zylinder;0;0;1
1-464.01;Transrektale Biopsie an männlichen Geschlechtsorganen: Stanzbiopsie der Prostata: 20 und mehr Zylinder;0;0;1
1-464.1;Transrektale Biopsie an männlichen Geschlechtsorganen: Saugbiopsie der Prostata;0;0;1
1-464.2;Transrektale Biopsie an männlichen Geschlechtsorganen: Vesiculae seminales;0;0;1
1-464.x;Transrektale Biopsie an männlichen Geschlechtsorganen: Sonstige;0;0;1
1-465.0;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Niere;0;0;1
1-465.1;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Prostata;0;0;1
1-465.8;Perkutane Biopsie an Harnorganen und männlichen Geschlechtsorganen mit Steuerung durch bildgebende Verfahren: Stufenbiopsie;0;0;1
1-470.4;Perkutane (Nadel-)Biopsie an weiblichen Geschlechtsorganen: Vagina;0;0;1
1-470.5;Perkutane (Nadel-)Biopsie an weiblichen Geschlechtsorganen: Vulva;0;0;1
1-471.0;Biopsie ohne Inzision am Endometrium: Diagnostische Mikrokürettage (Strichkürettage);0;0;1
1-471.2;Biopsie ohne Inzision am Endometrium: Diagnostische fraktionierte Kürettage;0;0;1
1-471.x;Biopsie ohne Inzision am Endometrium: Sonstige;0;0;1
1-472.0;Biopsie ohne Inzision an der Cervix uteri: Zervixabrasio;0;0;1
1-472.x;Biopsie ohne Inzision an der Cervix uteri: Sonstige;0;0;1
1-480.4;Perkutane (Nadel-)Biopsie an Knochen: Wirbelsäule;0;0;1
1-480.5;Perkutane (Nadel-)Biopsie an Knochen: Becken;0;0;1
1-481.0;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Skapula, Klavikula, Rippen und Sternum;0;0;1
1-481.4;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Wirbelsäule;0;0;1
1-481.5;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Becken;0;0;1
1-481.6;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Femur und Patella;0;0;1
1-482.1;Arthroskopische Biopsie an Gelenken: Schultergelenk;0;0;1
1-482.4;Arthroskopische Biopsie an Gelenken: Ellenbogengelenk;0;0;1
1-482.5;Arthroskopische Biopsie an Gelenken: Handgelenk;0;0;1
1-482.6;Arthroskopische Biopsie an Gelenken: Hüftgelenk;0;0;1
1-482.7;Arthroskopische Biopsie an Gelenken: Kniegelenk;0;0;1
1-482.8;Arthroskopische Biopsie an Gelenken: Oberes Sprunggelenk;0;0;1
1-483.7;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Kniegelenk;0;0;1
1-484.5;Perkutane Biopsie an Gelenken und Schleimbeuteln mit Steuerung durch bildgebende Verfahren: Gelenk an der Wirbelsäule;0;0;1
1-490.0;Biopsie ohne Inzision an Haut und Unterhaut: Hals;0;0;1
1-490.1;Biopsie ohne Inzision an Haut und Unterhaut: Schulterregion;0;0;1
1-490.2;Biopsie ohne Inzision an Haut und Unterhaut: Oberarm und Ellenbogen;0;0;1
1-490.3;Biopsie ohne Inzision an Haut und Unterhaut: Unterarm und Hand;0;0;1
1-490.4;Biopsie ohne Inzision an Haut und Unterhaut: Rumpf;0;0;1
1-490.5;Biopsie ohne Inzision an Haut und Unterhaut: Oberschenkel;0;0;1
1-490.6;Biopsie ohne Inzision an Haut und Unterhaut: Unterschenkel;0;0;1
1-490.7;Biopsie ohne Inzision an Haut und Unterhaut: Fuß;0;0;1
1-490.x;Biopsie ohne Inzision an Haut und Unterhaut: Sonstige;0;0;1
1-490.y;Biopsie ohne Inzision an Haut und Unterhaut: N.n.bez.;0;0;1
1-491.0;Perkutane (Nadel-)Biopsie an Muskeln und Weichteilen: Hals;0;0;1
1-492.0;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: Hals;0;0;1
1-492.4;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: Rumpf;0;0;1
1-492.5;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: Oberschenkel;0;0;1
1-492.x;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: Sonstige;0;0;1
1-492.y;Perkutane Biopsie an Muskeln und Weichteilen mit Steuerung durch bildgebende Verfahren: N.n.bez.;0;0;1
1-493.0;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Myokard;0;0;1
1-493.2;Perkutane (Nadel-)Biopsie an anderen Organen und Geweben: Mediastinum;0;0;1
