IC_CodeF;IC_Text;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
5-158.40;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Elektrolytlösung;0;0;1
5-158.41;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Luft;0;0;1
5-158.42;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Andere Gase;0;0;1
5-158.43;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Silikonölimplantation;0;0;1
5-158.44;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Silikonölwechsel/-auffüllung;0;0;1
5-158.45;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Silikonölentfernung;0;0;1
5-159.00;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum: Vordere Vitrektomie über anderen Zugang als Pars plana: Elektrolytlösung;0;0;1
5-159.0x;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum: Vordere Vitrektomie über anderen Zugang als Pars plana: Sonstige;0;0;1
5-159.4;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum: Nahtlose transkonjunktivale Vitrektomie mit Einmalinstrumenten;0;0;1
5-184.2;Plastische Korrektur abstehender Ohren: Durch Korrektur des Ohrknorpels und Exzision von Weichteilen;0;0;1
5-185.0;Konstruktion und Rekonstruktion des äußeren Gehörganges: Erweiterung (z.B. bei Gehörgangsstenose);0;0;1
5-185.2;Konstruktion und Rekonstruktion des äußeren Gehörganges: Rekonstruktion eines (bestehenden) äußeren Gehörganges;0;0;1
5-189.0;Andere Operationen am äußeren Ohr: Entnahme von Ohrknorpel zur Transplantation;0;0;1
5-192.12;Revision einer Stapedektomie: Mit Wiedereröffnung des ovalen Fensters: Mit Implantation einer alloplastischen Prothese (z.B. Piston);0;0;1
5-194.0;Myringoplastik [Tympanoplastik Typ I]: Endaural;0;0;1
5-194.1;Myringoplastik [Tympanoplastik Typ I]: Retroaurikulär;0;0;1
5-195.90;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik Typ II bis V: Ohne Implantation einer Prothese;0;0;1
5-195.91;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik Typ II bis V: Mit Implantation einer autogenen Prothese (z.B. Auto-Ossikel);0;0;1
5-195.92;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik Typ II bis V: Mit Implantation einer alloplastischen Prothese;0;0;1
5-195.a0;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik mit Attikotomie oder Attikoantrotomie: Ohne Implantation einer Prothese;0;0;1
5-195.a1;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik mit Attikotomie oder Attikoantrotomie: Mit Implantation einer autogenen Prothese (z.B. Auto-Ossikel);0;0;1
5-195.b0;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik mit Antrotomie oder Mastoidektomie: Ohne Implantation einer Prothese;0;0;1
5-195.b1;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik mit Antrotomie oder Mastoidektomie: Mit Implantation einer autogenen Prothese (z.B. Auto-Ossikel);0;0;1
5-195.b2;Tympanoplastik (Verschluss einer Trommelfellperforation und Rekonstruktion der Gehörknöchelchen): Tympanoplastik mit Antrotomie oder Mastoidektomie: Mit Implantation einer alloplastischen Prothese;0;0;1
5-197.2;Stapesplastik: Mit Implantation einer alloplastischen Prothese (z.B. Piston);0;0;1
5-198.2;Fensterungsoperation des Promotoriums: Mit Implantation einer alloplastischen Prothese (z.B. Piston);0;0;1
5-200.4;Parazentese [Myringotomie]: Ohne Legen einer Paukendrainage;0;0;1
5-200.5;Parazentese [Myringotomie]: Mit Einlegen einer Paukendrainage;0;0;1
5-202.2;Inzision an Warzenfortsatz und Mittelohr: Explorative Tympanotomie;0;0;1
5-203.a;Mastoidektomie: Partielle Resektion des Felsenbeins;0;0;1
5-204.2;Rekonstruktion des Mittelohres: Rekonstruktion der hinteren Gehörgangswand;0;0;1
5-209.1;Andere Operationen am Mittel- und Innenohr: Operation an der Tuba auditiva;0;0;1
5-210.1;Operative Behandlung einer Nasenblutung: Elektrokoagulation;0;0;1
5-211.0;Inzision der Nase: Drainage eines Septumhämatoms;0;0;1
5-211.40;Inzision der Nase: Durchtrennung von Synechien: Ohne Einnähen von Septumstützfolien;0;0;1
5-212.2;Exzision und Destruktion von erkranktem Gewebe der Nase: Exzision an der inneren Nase, endonasal;0;0;1
5-214.0;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums: Submuköse Resektion;0;0;1
5-214.3;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums: Septumunterfütterung (z.B. bei Ozaena);0;0;1
5-214.4;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums: Verschluss einer Septumperforation mit Schleimhaut-Verschiebelappen;0;0;1
5-214.5;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums: Plastische Korrektur ohne Resektion;0;0;1
5-214.6;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums: Plastische Korrektur mit Resektion;0;0;1
5-214.70;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums: Plastische Rekonstruktion des Nasenseptums: Mit lokalen autogenen Transplantaten (Austauschplastik);0;0;1
5-214.71;Submuköse Resektion und plastische Rekonstruktion des Nasenseptums: Plastische Rekonstruktion des Nasenseptums: Mit distalen autogenen Transplantaten (z.B. Rippenknorpel);0;0;1
5-215.00;Operationen an der unteren Nasenmuschel [Concha nasalis]: Destruktion: Diathermie;0;0;1
5-215.01;Operationen an der unteren Nasenmuschel [Concha nasalis]: Destruktion: Kryokoagulation;0;0;1
5-215.02;Operationen an der unteren Nasenmuschel [Concha nasalis]: Destruktion: Laserkoagulation;0;0;1
5-215.1;Operationen an der unteren Nasenmuschel [Concha nasalis]: Konchotomie und Abtragung von hinteren Enden;0;0;1
5-215.2;Operationen an der unteren Nasenmuschel [Concha nasalis]: Konchektomie;0;0;1
5-215.3;Operationen an der unteren Nasenmuschel [Concha nasalis]: Submuköse Resektion;0;0;1
5-215.4;Operationen an der unteren Nasenmuschel [Concha nasalis]: Lateralisation;0;0;1
5-215.5;Operationen an der unteren Nasenmuschel [Concha nasalis]: Medialisation;0;0;1
5-215.x;Operationen an der unteren Nasenmuschel [Concha nasalis]: Sonstige;0;0;1
5-216.0;Reposition einer Nasenfraktur: Geschlossen;0;0;1
5-216.1;Reposition einer Nasenfraktur: Offen, endonasal;0;0;1
5-217.0;Plastische Rekonstruktion der äußeren Nase: Nasensteg;0;0;1
5-217.3;Plastische Rekonstruktion der äußeren Nase: Mehrere Teile der Nase;0;0;1
5-218.00;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik]: Septorhinoplastik mit Korrektur des Knorpels: Mit lokalen autogenen Transplantaten;0;0;1
5-218.10;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik]: Septorhinoplastik mit Korrektur des Knochens: Mit lokalen autogenen Transplantaten;0;0;1
5-218.20;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik]: Septorhinoplastik mit Korrektur des Knorpels und Knochens: Mit lokalen autogenen Transplantaten;0;0;1
5-218.21;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik]: Septorhinoplastik mit Korrektur des Knorpels und Knochens: Mit distalen autogenen Transplantaten;0;0;1
5-218.2x;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik]: Septorhinoplastik mit Korrektur des Knorpels und Knochens: Sonstige;0;0;1
5-218.40;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik]: Komplexe plastische Rekonstruktion der inneren und äußeren Nase: Mit lokalen autogenen Transplantaten;0;0;1
5-218.42;Plastische Rekonstruktion der inneren und äußeren Nase [Septorhinoplastik]: Komplexe plastische Rekonstruktion der inneren und äußeren Nase: Mit allogenen oder xenogenen Transplantaten;0;0;1
5-220.1;Nasennebenhöhlenpunktion: Stumpfe Kieferhöhlenpunktion (über mittleren Nasengang);0;0;1
5-221.0;Operationen an der Kieferhöhle: Fensterung über unteren Nasengang;0;0;1
5-221.1;Operationen an der Kieferhöhle: Fensterung über mittleren Nasengang;0;0;1
5-221.4;Operationen an der Kieferhöhle: Radikaloperation (z.B. Operation nach Caldwell-Luc);0;0;1
5-221.6;Operationen an der Kieferhöhle: Endonasal;0;0;1
5-221.7;Operationen an der Kieferhöhle: Osteoplastische Operation, transoral;0;0;1
5-221.x;Operationen an der Kieferhöhle: Sonstige;0;0;1
5-222.0;Operation am Siebbein und an der Keilbeinhöhle: Infundibulotomie;0;0;1
5-222.20;Operation am Siebbein und an der Keilbeinhöhle: Ethmoidektomie, endonasal: Ohne Darstellung der Schädelbasis;0;0;1
5-222.21;Operation am Siebbein und an der Keilbeinhöhle: Ethmoidektomie, endonasal: Mit Darstellung der Schädelbasis;0;0;1
5-222.4;Operation am Siebbein und an der Keilbeinhöhle: Sphenoidotomie, endonasal;0;0;1
5-223.5;Operationen an der Stirnhöhle: Endonasale Stirnhöhlenoperation;0;0;1
5-224.0;Operationen an mehreren Nasennebenhöhlen: Sanierung der Sinus maxillaris et ethmoidalis, kombiniert endonasal und transantral (Luc-de Lima);0;0;1
5-224.2;Operationen an mehreren Nasennebenhöhlen: Sanierung der Sinus maxillaris, ethmoidalis et sphenoidalis, transmaxillo-ethmoidal;0;0;1
5-224.3;Operationen an mehreren Nasennebenhöhlen: Ethmoidsphenoidektomie, endonasal;0;0;1
5-224.4;Operationen an mehreren Nasennebenhöhlen: Mehrere Nasennebenhöhlen, radikal;0;0;1
5-224.62;Operationen an mehreren Nasennebenhöhlen: Mehrere Nasennebenhöhlen, endonasal: Mit Entlastung eines Abszesses;0;0;1
5-224.63;Operationen an mehreren Nasennebenhöhlen: Mehrere Nasennebenhöhlen, endonasal: Mit Darstellung der Schädelbasis (endonasale Pansinusoperation);0;0;1
5-224.6x;Operationen an mehreren Nasennebenhöhlen: Mehrere Nasennebenhöhlen, endonasal: Sonstige;0;0;1
5-225.4;Plastische Rekonstruktion der Nasennebenhöhlen: Verschluss einer alveoloantralen Fistel;0;0;1
5-225.5;Plastische Rekonstruktion der Nasennebenhöhlen: Verschluss einer oroantralen Fistel;0;0;1
5-229;Andere Operationen an den Nasennebenhöhlen;0;0;1
5-230.1;Zahnextraktion: Mehrwurzeliger Zahn;0;0;1
5-230.2;Zahnextraktion: Mehrere Zähne eines Quadranten;0;0;1
5-230.3;Zahnextraktion: Mehrere Zähne verschiedener Quadranten;0;0;1
5-231.00;Operative Zahnentfernung (durch Osteotomie): Tief zerstörter Zahn: Ein Zahn;0;0;1
5-231.01;Operative Zahnentfernung (durch Osteotomie): Tief zerstörter Zahn: Mehrere Zähne eines Quadranten;0;0;1
5-231.02;Operative Zahnentfernung (durch Osteotomie): Tief zerstörter Zahn: Mehrere Zähne eines Kiefers;0;0;1
5-231.03;Operative Zahnentfernung (durch Osteotomie): Tief zerstörter Zahn: Mehrere Zähne des Ober- und Unterkiefers;0;0;1
5-231.20;Operative Zahnentfernung (durch Osteotomie): Vollständig retinierter oder verlagerter (impaktierter) Zahn: Ein Zahn;0;0;1
5-231.53;Operative Zahnentfernung (durch Osteotomie): Entfernung einer frakturierten Wurzel oder Radix relicta: Mehrere Zähne des Ober- und Unterkiefers;0;0;1
5-240.2;Inzision des Zahnfleisches und Osteotomie des Alveolarkammes: Osteotomie des Alveolarkammes [Alveolotomie];0;0;1
5-241.0;Gingivaplastik: Lappenoperation;0;0;1
5-241.3;Gingivaplastik: Mit alloplastischem Implantat;0;0;1
5-242.1;Andere Operationen am Zahnfleisch: Operation am Schlotterkamm;0;0;1
5-243.3;Exzision einer odontogenen pathologischen Veränderung des Kiefers: Am Unterkiefer;0;0;1
5-243.4;Exzision einer odontogenen pathologischen Veränderung des Kiefers: Am Unterkiefer mit Darstellung des N. alveolaris inferior;0;0;1
5-244.00;Alveolarkammplastik und Vestibulumplastik: Alveolarkammplastik (Umschlagfalte): Ohne Transplantat;0;0;1
5-244.20;Alveolarkammplastik und Vestibulumplastik: Vestibulumplastik: Ohne Transplantat;0;0;1
5-249.0;Andere Operationen und Maßnahmen an Gebiss, Zahnfleisch und Alveolen: Operative Blutstillung;0;0;1
5-249.3;Andere Operationen und Maßnahmen an Gebiss, Zahnfleisch und Alveolen: Operative Fixation einer Verbandplatte oder einer Gaumenplatte;0;0;1
5-249.4;Andere Operationen und Maßnahmen an Gebiss, Zahnfleisch und Alveolen: Anpassung einer herausnehmbaren Verbandplatte;0;0;1
5-261.4;Exzision von erkranktem Gewebe einer Speicheldrüse und eines Speicheldrüsenausführungsganges: Exzision an der Glandula submandibularis;0;0;1
5-262.40;Resektion einer Speicheldrüse: Glandula submandibularis: Ohne intraoperatives Monitoring des Ramus marginalis des N. facialis;0;0;1
5-262.41;Resektion einer Speicheldrüse: Glandula submandibularis: Mit intraoperativem Monitoring des Ramus marginalis des N. facialis;0;0;1
5-270.3;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich: Wangenbereich;0;0;1
5-270.5;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich: Submandibulär;0;0;1
5-270.6;Äußere Inzision und Drainage im Mund-, Kiefer- und Gesichtsbereich: Submandibulär, kieferwinkelnah;0;0;1
5-272.5;Exzision und Destruktion des (erkrankten) harten und weichen Gaumens: Uvulektomie;0;0;1
5-275.8;Palatoplastik: Velopharyngoplastik;0;0;1
5-275.9;Palatoplastik: Primäre Segelplastik;0;0;1
5-279.0;Andere Operationen am Mund: Operative Blutstillung;0;0;1
5-280.0;Transorale Inzision und Drainage eines pharyngealen oder parapharyngealen Abszesses: (Peri)tonsillär;0;0;1
